Country,Subject Descriptor,Subject Notes,Units,2008,2009,2010,2011,2012,2013,2014,2015
Islamic Republic of Afghanistan,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,3.242,-2.175,5.000,4.000,4.000,4.000,4.000,4.000
Albania,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,2.162,3.515,2.946,2.930,2.938,2.939,3.000,3.000
Algeria,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,4.863,5.753,5.253,5.053,4.853,4.653,4.453,4.453
Angola,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,13.170,14.000,12.997,9.500,8.000,7.000,6.000,6.000
Antigua and Barbuda,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,0.731,2.399,1.914,2.100,2.141,2.182,2.182,2.182
Argentina,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,7.238,7.695,9.700,9.700,9.700,9.700,9.700,9.700
Armenia,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,5.160,6.520,6.207,4.721,4.000,4.000,4.000,4.000
Australia,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,3.685,2.108,2.269,2.320,2.320,2.513,2.544,2.422
Austria,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,1.474,1.080,1.300,1.500,1.600,1.700,1.900,2.000
Azerbaijan,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,15.400,0.917,4.000,3.000,3.000,3.000,3.000,3.000
The Bahamas,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,4.550,1.330,1.700,1.210,1.680,1.970,2.010,2.010
Bahrain,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,5.122,2.783,2.000,2.000,2.000,2.000,2.000,2.000
Bangladesh,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,5.956,6.166,8.533,6.062,5.000,4.488,4.000,4.000
Barbados,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,7.182,3.190,7.290,2.240,1.870,2.300,1.970,1.970
Belarus,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,13.300,10.102,8.004,5.475,5.475,5.475,5.475,5.475
Belgium,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,2.711,0.073,1.173,1.273,1.323,1.423,1.523,1.523
Belize,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,4.440,-0.392,3.463,2.500,2.500,2.500,2.500,2.500
Benin,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,9.897,-2.892,2.839,2.833,2.833,2.833,2.833,2.800
Bhutan,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,9.174,8.350,7.000,4.500,4.200,3.900,3.900,3.900
Bolivia,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,11.848,0.300,4.000,3.500,3.500,3.500,3.500,3.500
Bosnia and Herzegovina,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,3.809,-0.025,1.600,1.900,2.100,2.300,2.500,2.500
Botswana,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,13.678,5.846,5.926,6.025,5.603,5.503,5.303,5.303
Brazil,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,5.902,4.312,5.300,4.800,4.531,4.469,4.531,4.531
Brunei Darussalam,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,,,,,,,,
Bulgaria,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,7.188,1.638,2.700,3.000,3.000,3.000,3.000,3.000
Burkina Faso,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,11.582,-0.296,1.975,2.000,2.000,2.000,2.000,2.000
Burundi,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,25.664,8.507,7.500,7.000,6.500,5.000,5.000,5.000
Cambodia,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,12.520,5.325,7.509,5.221,3.970,3.350,3.042,3.042
Cameroon,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,5.313,0.943,3.000,2.700,2.700,2.700,2.700,2.700
Canada,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,1.901,0.816,1.818,1.994,2.019,1.994,1.970,1.970
Cape Verde,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,6.672,1.000,1.410,2.000,2.000,2.000,2.000,2.000
Central African Republic,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,14.521,-1.161,3.414,2.500,2.500,2.500,2.500,2.500
Chad,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,9.671,4.706,3.000,3.000,3.000,3.000,3.000,3.000
Chile,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,7.098,-1.380,3.669,3.000,3.000,3.000,3.000,3.000
China,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,2.500,0.700,3.122,2.371,2.000,2.000,2.000,2.000
Colombia,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,7.675,2.000,3.800,3.400,3.400,3.250,3.000,3.000
Comoros,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,7.400,2.227,2.105,2.554,2.796,2.905,3.000,3.000
Democratic Republic of Congo,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,27.572,52.300,15.000,12.000,9.000,9.000,8.500,8.000
Republic of Congo,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,11.391,2.536,3.000,3.000,3.000,3.000,3.000,3.000
Costa Rica,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,13.900,4.048,5.500,5.000,4.500,4.500,4.000,4.000
Côte d'Ivoire,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,8.954,-1.669,2.100,2.500,2.500,2.500,2.500,2.500
Croatia,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,2.826,1.862,2.600,2.750,2.800,3.000,3.000,3.000
Cyprus,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,1.817,1.565,2.134,2.472,2.100,2.400,2.500,2.500
Czech Republic,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,3.614,0.984,2.255,2.200,2.000,2.000,2.000,2.000
Denmark,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,2.922,1.237,2.576,2.010,2.000,2.000,2.000,2.000
Djibouti,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,9.249,2.166,3.086,3.500,3.000,3.000,3.000,3.000
Dominica,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,2.129,3.164,1.500,1.500,1.500,1.500,1.500,1.500
Dominican Republic,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,4.517,5.765,5.971,3.998,4.081,4.081,4.081,4.081
Ecuador,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,8.831,4.314,3.700,3.200,3.000,3.000,3.000,3.000
Egypt,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,20.178,9.959,10.045,9.000,8.000,7.000,7.000,6.000
El Salvador,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,5.483,-0.193,1.500,2.800,2.800,2.800,2.800,2.800
Equatorial Guinea,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,6.168,7.699,6.867,6.422,6.295,6.031,5.595,5.540
Eritrea,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,30.226,30.169,16.765,14.500,14.500,14.000,14.000,14.000
Estonia,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,6.978,-1.709,0.985,1.200,1.500,2.500,2.500,2.500
Ethiopia,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,55.270,2.699,10.503,7.000,6.000,6.000,6.000,6.000
Fiji,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,6.600,6.800,3.000,3.000,3.000,3.000,3.000,3.000
Finland,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,3.388,1.800,1.100,1.400,1.500,1.600,1.700,1.700
France,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,3.159,0.103,1.203,1.504,1.736,1.812,1.812,1.812
Gabon,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,5.576,0.797,7.500,9.000,10.500,3.000,3.000,3.000
The Gambia,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,6.835,2.718,5.000,5.000,5.000,5.000,5.000,5.000
Georgia,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,5.548,2.983,5.041,4.959,5.041,4.959,4.959,4.959
Germany,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,1.133,0.840,0.918,1.045,1.200,1.500,1.700,2.000
Ghana,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,18.134,15.973,9.458,8.500,4.955,4.955,4.955,4.955
Greece,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,3.064,1.955,0.900,1.100,1.200,1.400,1.600,1.700
Grenada,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,5.170,-2.350,4.721,2.000,2.000,2.000,2.000,2.000
Guatemala,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,9.400,-0.279,4.252,4.000,4.000,4.000,4.000,4.000
Guinea,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,13.504,7.899,19.400,8.000,8.000,5.000,5.000,5.000
Guinea-Bissau,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,8.680,-6.010,2.500,2.500,2.500,2.500,2.500,2.500
Guyana,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,6.370,3.601,4.000,4.000,4.000,4.000,4.000,4.000
