Country,Subject Descriptor,Subject Notes,Units,2006,2007,2008,2009,2010,2011,2012,2013
"Afghanistan, Rep. of.","Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,4.788,20.662,15.039,6.000,6.000,5.000,5.000,5.000
Albania,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,2.500,3.100,3.800,3.000,2.900,2.800,2.800,2.700
Algeria,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,4.400,4.400,4.200,3.900,3.500,3.000,2.900,2.900
Angola,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,12.207,11.776,10.000,8.000,5.000,4.500,4.500,4.500
Antigua and Barbuda,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,0.005,1.500,3.000,2.000,2.000,2.000,2.000,2.000
Argentina,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,9.838,8.475,9.000,9.000,9.000,9.000,9.000,9.000
Armenia,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,5.200,6.600,5.000,5.000,5.000,5.000,5.000,5.000
Australia,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,3.254,2.958,3.392,3.239,2.881,2.830,2.830,2.830
Austria,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,1.479,3.489,2.070,1.921,1.750,1.750,1.750,1.750
Azerbaijan,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,11.385,19.533,22.000,19.000,19.000,19.000,19.000,19.000
"Bahamas, The","Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,2.300,2.600,2.400,2.200,2.000,2.000,2.000,2.000
Bahrain,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,2.799,3.364,3.234,3.119,3.025,4.397,1.410,1.409
Bangladesh,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,7.504,9.166,9.422,6.962,4.971,4.000,4.000,4.000
