WEO Country Group Code	WEO Subject Code	Country Group Name	Subject Descriptor	Subject Notes	Units	Scale	Series-specific Notes	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	Estimates Start After
1	NGDP_RPCH	World	"Gross domestic product, constant prices"		Annual percent change			1.992	2.171	0.885	2.812	4.622	3.643	3.473	3.694	4.504	3.716	2.944	1.457	2.027	2.009	3.375	3.294	3.726	4.029	2.530	3.534	4.671	2.222	2.809	3.598	4.941	4.429	5.019	4.940	3.734	3.766	4.767	4.933	4.939	4.907	
1	NGDP_RPCHMK	World	"Gross domestic product, constant prices"		Annual percent change (market exchange rates)			1.753	2.098	0.667	2.784	4.648	3.580	3.280	3.491	4.539	3.745	2.829	1.009	1.231	1.180	3.026	2.853	3.199	3.498	2.065	3.125	4.134	1.517	1.883	2.649	3.981	3.360	3.895	3.733	2.576	2.638	3.813	4.061	4.040	3.983	
1	NGDPD	World	"Gross domestic product, current prices"		U.S. dollars	Billions		"11,797.223"	"12,003.505"	"11,840.410"	"12,133.449"	"12,502.325"	"12,913.986"	"15,260.149"	"17,493.779"	"19,593.930"	"20,581.844"	"22,883.626"	"24,059.001"	"24,242.047"	"24,805.658"	"26,601.655"	"29,547.857"	"30,241.203"	"30,118.748"	"29,861.165"	"30,967.484"	"31,823.190"	"31,583.037"	"32,853.758"	"36,931.273"	"41,546.200"	"44,880.771"	"48,435.985"	"54,311.608"	"60,109.392"	"63,353.964"	"67,452.048"	"72,006.191"	"76,857.837"	"81,978.052"	
1	NGDP_D	World	"Gross domestic product, deflator"		"Index, 2000=100"																																					
1	NGAP_NPGDP	World	Output gap		Percent of potential GDP																																					
1	PPPGDP	World	Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP		Current international dollar	Billions		"12,407.856"	"13,853.382"	"14,804.233"	"15,806.161"	"17,140.938"	"18,288.062"	"19,322.753"	"20,570.033"	"22,203.795"	"23,875.239"	"25,482.997"	"26,717.209"	"27,790.652"	"28,937.800"	"30,471.267"	"32,078.174"	"33,875.119"	"35,803.665"	"37,059.039"	"38,895.402"	"41,583.143"	"43,494.346"	"45,457.130"	"48,052.181"	"51,775.372"	"55,702.570"	"60,295.212"	"64,903.263"	"68,623.916"	"72,448.949"	"77,263.887"	"82,749.186"	"88,456.830"	"94,383.742"	
1	PPPPC	World	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP		Current international dollar	Units																																				
1	PPPSH	World	Gross domestic product based on purchasing-power-parity (PPP) share of world total	"These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   Please note:   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box A2 in the April 2004 World Economic Outlook, Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth and Box A.1 in the May 2000 World Economic Outlook for a summary of the revised PPP-based weights, and Annex IV of the May 1993 World Economic Outlook. See also Anne Marie Gulde and Marianne Schulze-Ghattas, ""Purchasing Power Parity Based Weights for the World Economic Outlook,"" in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23."	Percent																																					
1	NID_NGDP	World	Investment		Percent of GDP			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	22.442	22.329	22.529	22.837	22.670	22.771	22.191	22.108	22.430	21.428	20.844	21.102	21.914	22.419	23.015	23.289	23.384	23.489	n/a	n/a	n/a	n/a	
1	NGSD_NGDP	World	Gross national savings		Percent of GDP			n/a	23.998	22.549	21.783	22.803	22.359	22.316	22.861	23.839	23.763	22.881	22.395	21.534	21.634	21.833	22.381	22.294	22.624	22.022	21.903	22.352	21.247	20.515	20.843	21.888	22.461	23.257	23.652	23.847	23.827	n/a	n/a	n/a	n/a	
1	PCPIPCH	World	"Inflation, average consumer prices"		Annual percent change			17.203	14.153	13.555	12.945	14.219	13.731	10.792	13.264	18.101	23.769	26.444	21.903	37.466	35.328	27.971	14.585	8.646	6.099	5.517	5.416	4.499	4.182	3.501	3.679	3.551	3.698	3.625	3.946	4.697	3.639	3.467	3.395	3.308	3.273	
1	PCPIEPCH	World	"Inflation, end of period consumer prices"		Annual percent change			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	3.860	3.292	3.891	3.638	3.451	4.816	4.034	3.538	3.429	3.358	3.281	3.269	
1	FLIBOR3	World	Three-month London interbank offered rate (LIBOR)		Percent																																					
1	TRADEPCH	World	Trade volume of goods and services		Annual percent change			2.395	2.686	-0.934	2.026	8.386	3.128	3.830	6.326	7.975	8.080	6.295	4.362	4.630	3.683	9.160	9.441	7.115	10.257	4.607	5.785	12.169	0.268	3.540	5.377	10.689	7.625	9.182	6.775	5.572	5.813	n/a	n/a	n/a	n/a	
1	TM_RPCH	World	Import volume of goods and services		Annual percent change			1.581	2.470	-0.775	1.902	8.575	3.310	3.565	7.042	8.275	8.609	5.899	3.717	4.253	2.948	9.072	9.546	7.465	9.697	4.782	6.401	12.163	0.282	3.550	5.572	11.017	7.808	9.316	6.716	5.730	5.882	n/a	n/a	n/a	n/a	
1	TMG_RPCH	World	Import volume of goods		Annual percent change			n/a	1.590	-0.913	2.257	9.519	3.847	4.913	6.740	9.196	7.204	6.043	3.560	4.487	3.893	10.339	10.090	7.113	10.253	5.035	6.416	12.823	-0.479	3.798	6.607	11.400	7.850	8.969	6.288	6.221	6.063	n/a	n/a	n/a	n/a
1	TX_RPCH	World	Export volume of goods and services		Annual percent change			3.224	2.903	-1.092	2.149	8.198	2.945	4.096	5.609	7.670	7.540	6.704	5.022	5.010	4.419	9.247	9.337	6.769	10.814	4.434	5.176	12.176	0.255	3.529	5.182	10.360	7.440	9.046	6.836	5.411	5.744	n/a	n/a	n/a	n/a
1	TXG_RPCH	World	Export volume of goods		Annual percent change			n/a	3.444	-2.052	2.657	8.658	3.016	4.041	5.758	8.885	6.468	5.839	5.123	4.260	4.720	9.872	9.971	6.172	11.061	4.701	4.750	12.877	-0.589	3.497	5.974	10.205	7.141	9.316	6.526	5.593	5.935	n/a	n/a	n/a	n/a
1	TTPCH	World	Terms of trade of goods and services		Annual percent change																																				
1	TTTPCH	World	Terms of trade of goods		Annual percent change																																				
1	TXGM_D	World	Export price of manufactures		"U.S. dollars; index, 2000=100"																																				
1	TXGM_DPCH	World	Export price of manufactures		U.S. dollars; annual percent change																																				
1	LUR	World	Unemployment rate		Percent of total labor force																																				
1	LE	World	Employment		"Index, 2000=100"																																				
1	GGB_NGDP	World	General government balance		Percent of GDP																																				
1	GGSB_NPGDP	World	General government structural balance		Percent of potential GDP																																				
1	BCA	World	Current account balance	"Balance of payments data are based upon the methodology of the 5th edition of the International Monetary Fund's Balance of Payments Manual (1993). Data for the world total reflects errors, omissions, and asymmetries in balance of payments statistics on current account, as well as the exclusion of data for international organizations and a limited number of countries. Calculated as the sum of the balance of individual countries."	U.S. dollars	Billions		n/a	-56.169	-72.712	-60.697	-64.732	-81.353	-73.026	-63.965	-74.105	-105.341	-128.987	-133.503	-114.566	-63.924	-61.987	-58.331	-49.291	0.166	-85.967	-124.460	-176.402	-163.835	-132.151	-62.760	-10.540	0.869	81.499	167.593	265.158	202.088	215.330	160.605	128.224	90.634
1	BCA_NGDPD	World	Current account balance		Percent of GDP																																				
1	BM	World	Imports of goods and services		U.S. dollars	Billions		"-2,494.987"	"-2,481.398"	"-2,343.351"	"-2,268.492"	"-2,371.994"	"-2,380.804"	"-2,623.755"	"-3,094.650"	"-3,509.987"	"-3,799.829"	"-4,363.856"	"-4,499.742"	"-4,785.272"	"-4,712.897"	"-5,233.993"	"-6,221.219"	"-6,587.235"	"-6,823.742"	"-6,750.757"	"-7,042.120"	"-7,892.662"	"-7,648.818"	"-7,969.543"	"-9,230.626"	"-11,185.173"	"-12,693.030"	"-14,485.863"	"-16,685.458"	"-19,059.613"	"-20,410.696"	n/a	n/a	n/a	n/a
1	BX	World	Exports of goods and services		U.S. dollars	Billions		"2,470.057"	"2,462.265"	"2,300.798"	"2,229.893"	"2,337.517"	"2,350.162"	"2,612.522"	"3,098.630"	"3,505.251"	"3,771.496"	"4,335.601"	"4,480.210"	"4,786.249"	"4,759.342"	"5,313.776"	"6,309.534"	"6,680.265"	"6,946.227"	"6,824.708"	"7,082.957"	"7,879.374"	"7,606.707"	"7,986.422"	"9,298.459"	"11,279.891"	"12,816.998"	"14,699.792"	"17,019.465"	"19,535.200"	"20,854.876"	n/a	n/a	n/a	n/a
1	BFXP	World	"Private capital flows, net"	"Net private capital flows comprise net direct investment, net portfolio flows, and other long- and short-term net investment flows including official and private borrowing. In the standard balance of payments presentation, total net capital flows are equal to the balance on financial account minus the change in reserve assets."	U.S. dollars	Billions																																			
1	BFD	World	"Direct investment, net"		U.S. dollars	Billions																																			
1	BFXPP	World	"Private portfolio flows, net"		U.S. dollars	Billions																																			
1	BFXOP	World	"Other private capital flows, net"	"Because of data limitations, ""other private capital flows, net"" may include some official flows."	U.S. dollars	Billions																																			
1	BFXG	World	"Official flows, net"		U.S. dollars	Billions																																			
1	BFRA	World	Change in reserves	A minus sign indicates an increase.	U.S. dollars	Billions																																			
1	D	World	"External debt, total"		U.S. dollars	Billions																																			
1	D_NGDPD	World	"External debt, total"		Percent of GDP																																				
1	D_BX	World	"External debt, total"		Percent of exports of goods and services																																				
1	DS	World	"External debt, total debt service"		U.S. dollars	Billions																																			
1	DS_NGDPD	World	"External debt, total debt service"		Percent of GDP																																				
1	DS_BX	World	"External debt, total debt service"		Percent of exports of goods and services																																				
1	DSI	World	"External debt, total debt service, interest"		U.S. dollars	Billions																																			
1	DSI_NGDPD	World	"External debt, total debt service, interest"		Percent of GDP																																				
1	DSI_BX	World	"External debt, total debt service, interest"		Percent of exports of goods and services																																				
1	DSP	World	"External debt, total debt service, amortization"		U.S. dollars	Billions																																			
1	DSP_NGDPD	World	"External debt, total debt service, amortization"		Percent of GDP																																				
1	DSP_BX	World	"External debt, total debt service, amortization"		Percent of exports of goods and services																																				
1	PALLFNFW	World	Commodity Price Index includes both Fuel and Non-Fuel Price Indices		"Index, 2005=100"			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	54.868	52.538	54.723	59.208	62.203	59.477	47.752	49.917	63.266	58.279	58.300	65.046	80.485	100.000	120.714	134.938	165.328	161.216	n/a	n/a	n/a	n/a
