Country,Subject Descriptor,Subject Notes,Units,2013,2014,2015,2016,2017,2018,2019,2020
Afghanistan,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,7.241,1.487,-1.234,1.900,5.000,5.000,5.000,5.000
Albania,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.853,0.660,2.256,2.700,3.000,3.000,3.000,3.000
Algeria,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.148,5.253,1.997,4.100,4.000,4.000,4.000,4.000
Angola,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,7.687,7.485,13.900,13.000,12.000,11.000,10.000,9.000
Antigua and Barbuda,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.059,1.327,0.474,1.571,2.171,2.549,2.549,2.549
Argentina,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,10.946,23.915,19.306,26.408,25.155,23.696,22.144,20.246
Armenia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.556,4.578,3.400,4.000,4.000,4.000,4.000,4.000
Australia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.644,1.622,2.446,2.523,2.218,2.778,2.269,2.676
Austria,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.000,0.800,1.200,1.800,1.800,1.900,2.000,2.000
Azerbaijan,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.620,-0.123,7.920,0.500,8.500,0.500,8.500,0.500
The Bahamas,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.954,0.207,1.590,1.315,1.200,1.635,1.910,2.023
Bahrain,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.990,2.502,1.567,2.586,1.924,2.760,2.300,2.624
Bangladesh,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,7.346,6.108,6.450,6.814,6.774,6.467,6.297,6.040
Barbados,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.061,2.312,0.614,1.066,1.599,2.501,2.485,2.356
Belarus,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,16.466,16.220,16.912,12.264,11.562,11.401,11.401,11.401
Belgium,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.166,-0.381,1.299,0.902,1.645,1.254,1.868,1.544
Belize,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.607,-0.173,0.720,1.717,1.962,2.090,2.016,1.977
Benin,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-1.838,-0.761,2.293,2.359,2.557,2.557,2.759,2.759
Bhutan,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,10.466,8.914,7.421,7.573,6.884,6.650,6.134,5.644
Bolivia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,6.476,5.198,4.153,5.012,5.012,5.012,5.012,5.012
Bosnia and Herzegovina,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-1.418,-0.473,1.049,1.633,1.617,1.592,2.118,2.088
Botswana,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.124,3.727,4.305,4.405,4.405,4.405,4.405,4.405
Brazil,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.911,6.408,9.319,5.548,5.109,4.909,4.676,4.531
Brunei Darussalam,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.100,-0.199,0.000,0.100,0.100,0.200,0.200,0.100
Bulgaria,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-0.856,-1.961,0.300,0.900,1.500,2.100,2.100,2.100
Burkina Faso,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.120,-0.149,1.558,1.779,2.000,2.000,2.000,2.000
Burundi,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,9.017,3.745,11.776,4.446,5.717,4.472,5.510,4.644
Cabo Verde,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.083,-0.415,2.002,2.530,2.534,2.538,2.543,2.543
Cambodia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.676,1.040,1.941,2.795,3.042,3.042,3.042,3.042
Cameroon,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.652,2.586,2.000,2.100,2.200,2.200,2.200,2.200
Canada,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.956,1.893,1.131,1.981,2.234,2.174,2.134,2.064
Central African Republic,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.856,8.445,9.419,2.461,4.868,2.382,3.397,2.773
