Country	Subject Descriptor	Subject Notes	Units	2007	2008	2009	2010	2011	2012	2013	2014
Afghanistan, Rep. of.	Gross domestic product, constant prices	Real GDP is expressed in billions of national currency units; the base year is country-specific.	National currency	316.579	327.387	378.646	411.293	443.600	478.850	518.180	564.284
Afghanistan, Rep. of.	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes;  the base year is country-specific.	Annual percent change	12.097	3.414	15.657	8.622	7.855	7.946	8.213	8.897
Afghanistan, Rep. of.	Gross domestic product, current prices	GDP is expressed in billions of national currency units.	National currency	481.174	596.210	678.149	784.502	877.755	980.110	1,097.571	1,237.583
Afghanistan, Rep. of.	Gross domestic product, current prices	Values are based upon GDP in national currency and the exchange rate projections provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise.	U.S. dollars	9.659	11.709	13.318	15.406	17.238	19.248	21.555	24.304
Afghanistan, Rep. of.	Gross domestic product, deflator	The GDP deflator is derived by dividing current price GDP by constant price GDP and is considered to be an alternate measure of inflation.   Please note:   Data are expressed in the base year of each country's national accounts.	Index	151.992	182.111	179.098	190.740	197.871	204.680	211.813	219.319
Afghanistan, Rep. of.	Gross domestic product per capita, constant prices	GDP is expressed in constant national currency per person. Data are derived by dividing constant price GDP by total population.	National currency	11,550.886	11,634.596	13,106.261	13,866.069	14,566.338	15,314.910	16,141.812	17,120.854
Afghanistan, Rep. of.	Gross domestic product per capita, current prices	GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.	National currency	17,556.384	21,187.934	23,473.110	26,448.206	28,822.521	31,346.571	34,190.389	37,549.334
Afghanistan, Rep. of.	Gross domestic product per capita, current prices	GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.	U.S. dollars	352.416	416.098	460.975	519.402	566.030	615.598	671.446	737.411
Afghanistan, Rep. of.	Output gap in percent of potential GDP	"Output gaps for advanced economies are calculated as actual GDP less potential GDP as a percent of potential GDP. Estimates of output gaps are subject to a significant margin of uncertainty. For a discussion of approaches to calculating potential output, see Paula R. De Masi, ""IMF Estimates of Potential Output: Theory and Practice,"" in Staff Studies for the World Economic Outlook (Washington: IMF, December 1997), pp. 40-46."	Percent of potential GDP								
Afghanistan, Rep. of.	Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP	"These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   Please note:   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box A2 in the April 2004 World Economic Outlook, Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth and Box A.1 in the May 2000 World Economic Outlook for a summary of the revised PPP-based weights, and Annex IV of the May 1993 World Economic Outlook. See also Anne Marie Gulde and Marianne Schulze-Ghattas, ""Purchasing Power Parity Based Weights for the World Economic Outlook,"" in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23."	Current international dollar	20.249	21.388	25.123	27.706	30.309	33.300	36.742	40.792
Afghanistan, Rep. of.	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	"These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   Please note:   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box A2 in the April 2004 World Economic Outlook, Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth and Box A.1 in the May 2000 World Economic Outlook for a summary of the revised PPP-based weights, and Annex IV of the May 1993 World Economic Outlook. See also Anne Marie Gulde and Marianne Schulze-Ghattas, ""Purchasing Power Parity Based Weights for the World Economic Outlook,"" in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23."	Current international dollar	738.833	760.085	869.580	934.058	995.236	1,065.036	1,144.543	1,237.661
Afghanistan, Rep. of.	Gross domestic product based on purchasing-power-parity (PPP) share of world total	"These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   Please note:   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box A2 in the April 2004 World Economic Outlook, Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth and Box A.1 in the May 2000 World Economic Outlook for a summary of the revised PPP-based weights, and Annex IV of the May 1993 World Economic Outlook. See also Anne Marie Gulde and Marianne Schulze-Ghattas, ""Purchasing Power Parity Based Weights for the World Economic Outlook,"" in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23."	Percent	0.031	0.032	0.034	0.035	0.036	0.037	0.038	0.039
Afghanistan, Rep. of.	Implied PPP conversion rate	"These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   Please note:   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box A2 in the April 2004 World Economic Outlook, Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth and Box A.1 in the May 2000 World Economic Outlook for a summary of the revised PPP-based weights, and Annex IV of the May 1993 World Economic Outlook. See also Anne Marie Gulde and Marianne Schulze-Ghattas, ""Purchasing Power Parity Based Weights for the World Economic Outlook,"" in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23."	National currency per current international dollar	23.762	27.876	26.994	28.315	28.960	29.432	29.873	30.339
Afghanistan, Rep. of.	Investment	Data are based on individual countries' national accounts statistics. For many countries, the estimates of national saving are built up from national accounts data on gross domestic investment and from balance of payments-based data on net foreign investment	Percent of GDP								
Afghanistan, Rep. of.	Gross national savings	Data are based on individual countries' national accounts statistics. For many countries, the estimates of national saving are built up from national accounts data on gross domestic investment and from balance of payments-based data on net foreign investment	Percent of GDP								
Afghanistan, Rep. of.	Inflation, average consumer prices	Data for inflation are averages for the year, not end-of-period data. The index is based on 2000=100.	Index, 2000=100	151.126	191.563	173.660	186.827	195.148	202.954	211.072	219.515
Afghanistan, Rep. of.	Inflation, average consumer prices	Data for inflation are averages for the year, not end-of-period data.	Annual percent change	13.035	26.757	-9.346	7.582	4.454	4.000	4.000	4.000
Afghanistan, Rep. of.	Inflation, end of period consumer prices	Data for inflation are end of the period, not annual average data. The index is based on 2000=100.	Index, 2000=100	166.248	171.638	181.936	191.033	198.675	206.622	214.887	223.482
Afghanistan, Rep. of.	Inflation, end of period consumer prices	Data for inflation are end of the period, not annual average data.	Annual percent change	20.742	3.242	6.000	5.000	4.000	4.000	4.000	4.000
Afghanistan, Rep. of.	Six-month London interbank offered rate (LIBOR)		Percent								
Afghanistan, Rep. of.	Unemployment rate		Percent of total labor force								
Afghanistan, Rep. of.	Employment		Persons								
Afghanistan, Rep. of.	Population		Persons	27.407	28.139	28.890	29.662	30.454	31.267	32.102	32.959
Afghanistan, Rep. of.	General government balance	Data are on a national income accounts basis. Please refer to Box A1 in the World Economic Outlook for a summary of the policy assumptions underlying the projections.	National currency								
Afghanistan, Rep. of.	General government balance	Data are on a national income accounts basis. Please refer to Box A1 in the World Economic Outlook for a summary of the policy assumptions underlying the projections.	Percent of GDP								
Afghanistan, Rep. of.	General government structural balance	The structural budget balance, or cyclically adjusted budget balance, is derived from a cyclically neutral budget model. [How to Measure the Fiscal Deficit?, Blejer and Cheasty, IMF, 1993, page 86-88]. This refers to the deficit or surplus which would prevail if the economy were at a ?normal? level. [?A Review of the Fiscal Impulse Measure,? Heller, Haas, and Mansur, IMF Occasional Paper, May 1986, page 36]	National currency								
Afghanistan, Rep. of.	General government structural balance	The structural budget balance, or cyclically adjusted budget balance, is derived from a cyclically neutral budget model. [How to Measure the Fiscal Deficit?, Blejer and Cheasty, IMF, 1993, page 86-88]. This refers to the deficit or surplus which would prevail if the economy were at a ?normal? level. [?A Review of the Fiscal Impulse Measure,? Heller, Haas, and Mansur, IMF Occasional Paper, May 1986, page 36]	Percent of potential GDP								
Afghanistan, Rep. of.	General government net debt	General government net debt refers to gross debt of the general government minus its financial assets in the form of debt instruments. Examples of financial assets in the form of debt instruments are government?s investment in other entities? debt securities (such as bills and bonds), loans extended by government, and other accounts receivable.	National currency								
Afghanistan, Rep. of.	General government net debt	General government net debt refers to gross debt of the general government minus its financial assets in the form of debt instruments. Examples of financial assets in the form of debt instruments are government?s investment in other entities? debt securities (such as bills and bonds), loans extended by government, and other accounts receivable.	Percent of GDP								
Afghanistan, Rep. of.	General government gross debt	General government gross debt refers to recognized financial liabilities of the general government that are serviced through interest and/or principal payments. Examples are debt securities issued (such as bills and bonds), loans obtained, and other accounts payable. Guaranteed debt is excluded from government gross debt until called.	National currency								
Afghanistan, Rep. of.	General government gross debt	General government gross debt refers to recognized financial liabilities of the general government that are serviced through interest and/or principal payments. Examples are debt securities issued (such as bills and bonds), loans obtained, and other accounts payable. Guaranteed debt is excluded from government gross debt until called.	Percent of GDP								
Afghanistan, Rep. of.	Current account balance	Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.	U.S. dollars	0.083	-0.192	-0.125	-0.135	-0.191	-0.536	-0.732	-0.768
Afghanistan, Rep. of.	Current account balance	Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.	Percent of GDP	0.861	-1.638	-0.938	-0.876	-1.108	-2.787	-3.396	-3.159
Albania	Gross domestic product, constant prices	Real GDP is expressed in billions of national currency units; the base year is country-specific.	National currency	556.741	594.421	598.582	611.751	650.291	690.609	732.736	776.701
Albania	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes;  the base year is country-specific.	Annual percent change	6.258	6.768	0.700	2.200	6.300	6.200	6.100	6.000
Albania	Gross domestic product, current prices	GDP is expressed in billions of national currency units.	National currency	982.737	1,085.994	1,110.228	1,159.411	1,266.779	1,389.555	1,519.207	1,660.990
Albania	Gross domestic product, current prices	Values are based upon GDP in national currency and the exchange rate projections provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise.	U.S. dollars	10.865	12.964	11.726	11.797	12.730	13.808	14.910	16.053
Albania	Gross domestic product, deflator	The GDP deflator is derived by dividing current price GDP by constant price GDP and is considered to be an alternate measure of inflation.   Please note:   Data are expressed in the base year of each country's national accounts.	Index	176.516	182.698	185.476	189.523	194.802	201.207	207.333	213.852
Albania	Gross domestic product per capita, constant prices	GDP is expressed in constant national currency per person. Data are derived by dividing constant price GDP by total population.	National currency	176,597.530	187,514.531	187,887.695	191,065.894	202,092.583	213,554.550	225,454.107	237,792.392
Albania	Gross domestic product per capita, current prices	GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.	National currency	311,722.705	342,584.858	348,487.217	362,114.596	393,680.051	429,687.017	467,441.624	508,523.919
Albania	Gross domestic product per capita, current prices	GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.	U.S. dollars	3,446.299	4,089.589	3,680.542	3,684.365	3,956.086	4,269.660	4,587.480	4,914.839
Albania	Output gap in percent of potential GDP	"Output gaps for advanced economies are calculated as actual GDP less potential GDP as a percent of potential GDP. Estimates of output gaps are subject to a significant margin of uncertainty. For a discussion of approaches to calculating potential output, see Paula R. De Masi, ""IMF Estimates of Potential Output: Theory and Practice,"" in Staff Studies for the World Economic Outlook (Washington: IMF, December 1997), pp. 40-46."	Percent of potential GDP								
Albania	Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP	"These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   Please note:   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box A2 in the April 2004 World Economic Outlook, Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth and Box A.1 in the May 2000 World Economic Outlook for a summary of the revised PPP-based weights, and Annex IV of the May 1993 World Economic Outlook. See also Anne Marie Gulde and Marianne Schulze-Ghattas, ""Purchasing Power Parity Based Weights for the World Economic Outlook,"" in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23."	Current international dollar	20.050	21.864	22.361	23.202	25.016	27.040	29.252	31.613
Albania	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	"These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   Please note:   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box A2 in the April 2004 World Economic Outlook, Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth and Box A.1 in the May 2000 World Economic Outlook for a summary of the revised PPP-based weights, and Annex IV of the May 1993 World Economic Outlook. See also Anne Marie Gulde and Marianne Schulze-Ghattas, ""Purchasing Power Parity Based Weights for the World Economic Outlook,"" in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23."	Current international dollar	6,359.831	6,897.240	7,018.736	7,246.586	7,774.204	8,361.583	9,000.525	9,678.408
Albania	Gross domestic product based on purchasing-power-parity (PPP) share of world total	"These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   Please note:   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box A2 in the April 2004 World Economic Outlook, Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth and Box A.1 in the May 2000 World Economic Outlook for a summary of the revised PPP-based weights, and Annex IV of the May 1993 World Economic Outlook. See also Anne Marie Gulde and Marianne Schulze-Ghattas, ""Purchasing Power Parity Based Weights for the World Economic Outlook,"" in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23."	Percent	0.030	0.031	0.032	0.033	0.034	0.034	0.034	0.035
Albania	Implied PPP conversion rate	"These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   Please note:   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box A2 in the April 2004 World Economic Outlook, Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth and Box A.1 in the May 2000 World Economic Outlook for a summary of the revised PPP-based weights, and Annex IV of the May 1993 World Economic Outlook. See also Anne Marie Gulde and Marianne Schulze-Ghattas, ""Purchasing Power Parity Based Weights for the World Economic Outlook,"" in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23."	National currency per current international dollar	49.014	49.670	49.651	49.970	50.639	51.388	51.935	52.542
Albania	Investment	Data are based on individual countries' national accounts statistics. For many countries, the estimates of national saving are built up from national accounts data on gross domestic investment and from balance of payments-based data on net foreign investment	Percent of GDP								
Albania	Gross national savings	Data are based on individual countries' national accounts statistics. For many countries, the estimates of national saving are built up from national accounts data on gross domestic investment and from balance of payments-based data on net foreign investment	Percent of GDP								
Albania	Inflation, average consumer prices	Data for inflation are averages for the year, not end-of-period data. The index is based on 2000=100.	Index, 2000=100	123.218	127.357	129.462	132.072	135.775	139.706	143.711	148.022
Albania	Inflation, average consumer prices	Data for inflation are averages for the year, not end-of-period data.	Annual percent change	2.937	3.359	1.653	2.016	2.804	2.895	2.867	3.000
Albania	Inflation, end of period consumer prices	Data for inflation are end of the period, not annual average data. The index is based on 2000=100.	Index, 2000=100	119.805	122.396	124.629	127.912	131.479	135.131	139.077	143.249
Albania	Inflation, end of period consumer prices	Data for inflation are end of the period, not annual average data.	Annual percent change	3.057	2.162	1.825	2.634	2.789	2.778	2.920	3.000
Albania	Six-month London interbank offered rate (LIBOR)		Percent								
Albania	Unemployment rate		Percent of total labor force								
Albania	Employment		Persons								
Albania	Population		Persons	3.153	3.170	3.186	3.202	3.218	3.234	3.250	3.266
Albania	General government balance	Data are on a national income accounts basis. Please refer to Box A1 in the World Economic Outlook for a summary of the policy assumptions underlying the projections.	National currency								
Albania	General government balance	Data are on a national income accounts basis. Please refer to Box A1 in the World Economic Outlook for a summary of the policy assumptions underlying the projections.	Percent of GDP								
Albania	General government structural balance	The structural budget balance, or cyclically adjusted budget balance, is derived from a cyclically neutral budget model. [How to Measure the Fiscal Deficit?, Blejer and Cheasty, IMF, 1993, page 86-88]. This refers to the deficit or surplus which would prevail if the economy were at a ?normal? level. [?A Review of the Fiscal Impulse Measure,? Heller, Haas, and Mansur, IMF Occasional Paper, May 1986, page 36]	National currency								
