Country	Subject Descriptor	Subject Notes	Units	2006	2007	2008	2009	2010	2011	2012	2013
Afghanistan, Rep. of.	Gross domestic product, constant prices	Real GDP is expressed in billions of national currency units; the base year is country-specific.	National currency	279.143	313.876	340.976	369.609	396.206	424.719	451.915	477.306
Afghanistan, Rep. of.	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes;  the base year is country-specific.	Annual percent change	6.060	12.443	8.634	8.397	7.196	7.197	6.403	5.619
Afghanistan, Rep. of.	Gross domestic product, current prices	GDP is expressed in billions of national currency units.	National currency	351.771	442.793	562.810	663.455	751.365	845.828	942.548	1,044.059
Afghanistan, Rep. of.	Gross domestic product, current prices	Values are based upon GDP in national currency and the exchange rate projections provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise.	U.S. dollars	7.048	8.842	11.238	13.248	15.003	16.890	18.821	20.848
Afghanistan, Rep. of.	Gross domestic product, deflator	The GDP deflator is derived by dividing current price GDP by constant price GDP and is considered to be an alternate measure of inflation.   Please note:   Data are expressed in the base year of each country's national accounts.	Index	126.018	141.073	165.059	179.502	189.640	199.150	208.568	218.740
Afghanistan, Rep. of.	Gross domestic product per capita, constant prices	GDP is expressed in constant national currency per person. Data are derived by dividing constant price GDP by total population.	National currency	10,456.912	11,452.250	12,117.510	12,793.466	13,357.449	13,946.351	14,453.460	14,868.540
Afghanistan, Rep. of.	Gross domestic product per capita, current prices	GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.	National currency	13,177.609	16,155.979	20,000.986	22,964.517	25,331.040	27,774.157	30,145.227	32,523.428
Afghanistan, Rep. of.	Gross domestic product per capita, current prices	GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.	U.S. dollars	264.006	322.603	399.381	458.557	505.812	554.596	601.941	649.429
Afghanistan, Rep. of.	Output gap in percent of potential GDP	"Output gaps for advanced economies are calculated as actual GDP less potential GDP as a percent of potential GDP. Estimates of output gaps are subject to a significant margin of uncertainty. For a discussion of approaches to calculating potential output, see Paula R. De Masi, ""IMF Estimates of Potential Output: Theory and Practice,"" in Staff Studies for the World Economic Outlook (Washington: IMF, December 1997), pp. 40-46."	Percent of potential GDP								
Afghanistan, Rep. of.	Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP	"These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   Please note:   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box A2 in the April 2004 World Economic Outlook, Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth and Box A.1 in the May 2000 World Economic Outlook for a summary of the revised PPP-based weights, and Annex IV of the May 1993 World Economic Outlook. See also Anne Marie Gulde and Marianne Schulze-Ghattas, ""Purchasing Power Parity Based Weights for the World Economic Outlook,"" in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23."	Current international dollar	17.185	19.840	21.985	24.262	26.487	28.994	31.442	33.797
Afghanistan, Rep. of.	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	"These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   Please note:   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box A2 in the April 2004 World Economic Outlook, Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth and Box A.1 in the May 2000 World Economic Outlook for a summary of the revised PPP-based weights, and Annex IV of the May 1993 World Economic Outlook. See also Anne Marie Gulde and Marianne Schulze-Ghattas, ""Purchasing Power Parity Based Weights for the World Economic Outlook,"" in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23."	Current international dollar	643.759	723.875	781.311	839.806	892.968	952.050	1,005.607	1,052.806
Afghanistan, Rep. of.	Gross domestic product based on purchasing-power-parity (PPP) share of world total	"These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   Please note:   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box A2 in the April 2004 World Economic Outlook, Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth and Box A.1 in the May 2000 World Economic Outlook for a summary of the revised PPP-based weights, and Annex IV of the May 1993 World Economic Outlook. See also Anne Marie Gulde and Marianne Schulze-Ghattas, ""Purchasing Power Parity Based Weights for the World Economic Outlook,"" in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23."	Percent								
Afghanistan, Rep. of.	Implied PPP conversion rate	"These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   Please note:   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box A2 in the April 2004 World Economic Outlook, Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth and Box A.1 in the May 2000 World Economic Outlook for a summary of the revised PPP-based weights, and Annex IV of the May 1993 World Economic Outlook. See also Anne Marie Gulde and Marianne Schulze-Ghattas, ""Purchasing Power Parity Based Weights for the World Economic Outlook,"" in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23."	National currency per current international dollar	20.470	22.319	25.599	27.345	28.367	29.173	29.977	30.892
Afghanistan, Rep. of.	Investment	Data are based on individual countries' national accounts statistics. For many countries, the estimates of national saving are built up from national accounts data on gross domestic investment and from balance of payments-based data on net foreign investment	Percent of GDP								
Afghanistan, Rep. of.	Gross national savings	Data are based on individual countries' national accounts statistics. For many countries, the estimates of national saving are built up from national accounts data on gross domestic investment and from balance of payments-based data on net foreign investment	Percent of GDP								
Afghanistan, Rep. of.	Inflation, average consumer prices	Data for inflation are averages for the year, not end-of-period data. The index is based on 2000=100.	Index, 2000=100	133.698	151.114	180.765	197.397	209.240	220.580	231.609	243.189
Afghanistan, Rep. of.	Inflation, average consumer prices	Data for inflation are averages for the year, not end-of-period data.	Annual percent change	5.106	13.027	19.622	9.200	6.000	5.419	5.000	5.000
Afghanistan, Rep. of.	Inflation, end of period consumer prices	Data for inflation are end of the period, not annual average data. The index is based on 2000=100.	Index, 2000=100	137.689	166.139	191.125	202.592	214.748	225.485	236.760	248.598
Afghanistan, Rep. of.	Inflation, end of period consumer prices	Data for inflation are end of the period, not annual average data.	Annual percent change	4.788	20.662	15.039	6.000	6.000	5.000	5.000	5.000
Afghanistan, Rep. of.	Six-month London interbank offered rate (LIBOR)		Percent								
Afghanistan, Rep. of.	Unemployment rate		Percent of total labor force								
Afghanistan, Rep. of.	Employment		Persons								
Afghanistan, Rep. of.	Population		Persons	26.695	27.407	28.139	28.890	29.662	30.454	31.267	32.102
Afghanistan, Rep. of.	General government balance	Data are on a national income accounts basis. Please refer to Box A1 in the World Economic Outlook for a summary of the policy assumptions underlying the projections.	National currency								
Afghanistan, Rep. of.	General government balance	Data are on a national income accounts basis. Please refer to Box A1 in the World Economic Outlook for a summary of the policy assumptions underlying the projections.	Percent of GDP								
Afghanistan, Rep. of.	General government structural balance	Data are on a national income accounts basis. The structural budget position is defined as the actual budget deficit (or surplus) less the effects of cyclical deviations of output from potential output. Because of the margin of uncertainty that attaches to estimates of cyclical gaps and to tax and expenditure elasticities with respect to national income, indicators of structural budget positions should be interpreted as broad orders of magnitude. Moreover, it is important to note that changes in structural budget balances are not necessarily attributable to policy changes but may reflect the built-in momentum of existing expenditure programs. In the period beyond that for which specific consolidation programs exist, it is assumed that the structural deficit remains unchanged.	National currency								
Afghanistan, Rep. of.	General government structural balance	Data are on a national income accounts basis. The structural budget position is defined as the actual budget deficit (or surplus) less the effects of cyclical deviations of output from potential output. Because of the margin of uncertainty that attaches to estimates of cyclical gaps and to tax and expenditure elasticities with respect to national income, indicators of structural budget positions should be interpreted as broad orders of magnitude. Moreover, it is important to note that changes in structural budget balances are not necessarily attributable to policy changes but may reflect the built-in momentum of existing expenditure programs. In the period beyond that for which specific consolidation programs exist, it is assumed that the structural deficit remains unchanged.	Percent of potential GDP								
Afghanistan, Rep. of.	General government net debt	Net debt comprises the stock (at year-end) of all government gross liabilities (both to residents and nonresidents) minus all government assets (domestic as well as foreign). To avoid double counting, the data are based on a consolidated account (eliminating liabilities and assets between components of the government, such as budgetary units and social security funds). General government should reflect a consolidated account of central government plus state, provincial, or local governments. Debt data are not always comparable across countries.	National currency								
Afghanistan, Rep. of.	General government net debt	Net debt comprises the stock (at year-end) of all government gross liabilities (both to residents and nonresidents) minus all government assets (domestic as well as foreign). To avoid double counting, the data are based on a consolidated account (eliminating liabilities and assets between components of the government, such as budgetary units and social security funds). General government should reflect a consolidated account of central government plus state, provincial, or local governments. Debt data are not always comparable across countries.	Percent of GDP								
Afghanistan, Rep. of.	General government gross debt	Gross debt comprises the stock (at year-end) of all government gross liabilities (both to residents and nonresidents). To avoid double counting, the data are based on a consolidated account (eliminating liabilities and assets between components of the government, such as budgetary units and social security funds). General government should reflect a consolidated account of central government plus state, provincial, or local governments. Debt data are not always comparable across countries.	National currency								
Afghanistan, Rep. of.	General government gross debt	Gross debt comprises the stock (at year-end) of all government gross liabilities (both to residents and nonresidents). To avoid double counting, the data are based on a consolidated account (eliminating liabilities and assets between components of the government, such as budgetary units and social security funds). General government should reflect a consolidated account of central government plus state, provincial, or local governments. Debt data are not always comparable across countries.	Percent of GDP								
Afghanistan, Rep. of.	Current account balance	Balance of payments data are based upon the methodology of the 5th edition of the International Monetary Fund's Balance of Payments Manual (1993). Data for the world total reflects errors, omissions, and asymmetries in balance of payments statistics on current account, as well as the exclusion of data for international organizations and a limited number of countries. Calculated as the sum of the balance of individual countries.	U.S. dollars	-0.444	-0.067	0.003	-0.128	-0.377	-0.567	-0.788	-0.886
Afghanistan, Rep. of.	Current account balance	Balance of payments data are based upon the methodology of the 5th edition of the International Monetary Fund's Balance of Payments Manual (1993). Data for the world total reflects errors, omissions, and asymmetries in balance of payments statistics on current account, as well as the exclusion of data for international organizations and a limited number of countries. Calculated as the sum of the balance of individual countries.	Percent of GDP	-6.302	-0.758	0.031	-0.963	-2.510	-3.354	-4.189	-4.250
Albania	Gross domestic product, constant prices	Real GDP is expressed in billions of national currency units; the base year is country-specific.	National currency	520.060	551.263	584.339	619.984	657.803	698.586	742.597	789.381
Albania	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes;  the base year is country-specific.	Annual percent change	5.000	6.000	6.000	6.100	6.100	6.200	6.300	6.300
Albania	Gross domestic product, current prices	GDP is expressed in billions of national currency units.	National currency	893.006	969.200	1,069.142	1,168.252	1,273.993	1,387.645	1,513.775	1,651.370
Albania	Gross domestic product, current prices	Values are based upon GDP in national currency and the exchange rate projections provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise.	U.S. dollars	9.112	10.619	11.967	13.088	14.402	15.864	17.510	19.202
Albania	Gross domestic product, deflator	The GDP deflator is derived by dividing current price GDP by constant price GDP and is considered to be an alternate measure of inflation.   Please note:   Data are expressed in the base year of each country's national accounts.	Index	171.712	175.814	182.966	188.433	193.674	198.636	203.849	209.198
Albania	Gross domestic product per capita, constant prices	GDP is expressed in constant national currency per person. Data are derived by dividing constant price GDP by total population.	National currency	165,063.851	174,097.196	183,624.903	193,856.739	204,658.706	216,266.215	229,890.986	244,374.118
Albania	Gross domestic product per capita, current prices	GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.	National currency	283,434.860	306,087.948	335,971.280	365,289.538	396,370.826	429,582.868	468,629.805	511,226.042
Albania	Gross domestic product per capita, current prices	GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.	U.S. dollars	2,891.943	3,353.653	3,760.592	4,092.421	4,480.792	4,911.202	5,420.819	5,944.489
