Country,Subject Descriptor,Subject Notes,Units,2014,2015,2016,2017,2018,2019,2020,2021
Afghanistan,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.487,1.131,4.588,3.041,0.755,2.773,4.5,5
Albania,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.719,1.937,2.176,1.798,1.799,1.15,2.6,2.9
Algeria,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.253,4.362,6.957,4.933,2.702,2.434,3.3,4
Angola,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,7.498,12.091,41.125,23.667,18.604,16.893,20.979,23.981
Antigua and Barbuda,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.327,0.9,-1.121,2.356,1.741,1.574,1.348,2.008
Argentina,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,23.915,,,24.796,47.646,53.832,53.832,53.832
Armenia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.578,-0.129,-1.077,2.612,1.795,0.72,1.535,2.525
Aruba,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.201,-0.926,-0.881,-0.463,4.456,5.162,-0.663,3.257
Australia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.622,1.69,1.385,2.004,1.786,1.842,1.164,2.015
Austria,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.699,0.975,1.544,2.275,1.707,1.801,0.3,1.9
Azerbaijan,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-0.107,6.946,15.535,7.932,1.598,2.7,3.3,3.2
The Bahamas,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.202,2.024,0.967,1.613,1.963,1.822,2.908,2.685
