Country	Subject Descriptor	Subject Notes	Units	2007	2008	2009	2010	2011	2012	2013	2014
Afghanistan, Rep. of.	Gross domestic product, constant prices	Real GDP is expressed in billions of national currency units; the base year is country-specific.	National currency	316.579	327.185	356.5	381.498	412.388	448.805	490.264	536.521
Afghanistan, Rep. of.	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes;  the base year is country-specific.	Annual percent change	12.097	3.35	8.96	7.012	8.097	8.831	9.238	9.435
Afghanistan, Rep. of.	Gross domestic product, current prices	GDP is expressed in billions of national currency units.	National currency	481.159	597.222	694.287	774.074	869.449	983.562	1,117.37	1,270.74
Afghanistan, Rep. of.	Gross domestic product, current prices	Values are based upon GDP in national currency and the exchange rate projections provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise.	U.S. dollars	9.658	12.061	14.022	15.327	16.877	18.718	20.848	23.244
Afghanistan, Rep. of.	Gross domestic product, deflator	The GDP deflator is derived by dividing current price GDP by constant price GDP and is considered to be an alternate measure of inflation.   Please note:   Data are expressed in the base year of each country's national accounts.	Index	151.987	182.534	194.751	202.904	210.833	219.151	227.911	236.848
Afghanistan, Rep. of.	Gross domestic product per capita, constant prices	GDP is expressed in constant national currency per person. Data are derived by dividing constant price GDP by total population.	National currency	11,550.89	11,627.40	12,339.71	12,861.59	13,541.44	14,354.00	15,272.21	16,278.51
Afghanistan, Rep. of.	Gross domestic product per capita, current prices	GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.	National currency	17,555.82	21,223.91	24,031.71	26,096.64	28,549.77	31,456.97	34,807.12	38,555.25
Afghanistan, Rep. of.	Gross domestic product per capita, current prices	GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.	U.S. dollars	352.405	428.636	485.342	516.711	554.199	598.659	649.427	705.254
Afghanistan, Rep. of.	Output gap in percent of potential GDP	"Output gaps for advanced economies are calculated as actual GDP less potential GDP as a percent of potential GDP. Estimates of output gaps are subject to a significant margin of uncertainty. For a discussion of approaches to calculating potential output, see Paula R. De Masi, ""IMF Estimates of Potential Output: Theory and Practice,"" in Staff Studies for the World Economic Outlook (Washington: IMF, December 1997), pp. 40-46."	Percent of potential GDP								
Afghanistan, Rep. of.	Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP	"These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   Please note:   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box A2 in the April 2004 World Economic Outlook, Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth and Box A.1 in the May 2000 World Economic Outlook for a summary of the revised PPP-based weights, and Annex IV of the May 1993 World Economic Outlook. See also Anne Marie Gulde and Marianne Schulze-Ghattas, ""Purchasing Power Parity Based Weights for the World Economic Outlook,"" in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23."	Current international dollar	20.209	21.34	23.468	25.224	27.424	30.284	33.726	37.641
