Country	Subject Descriptor	Subject Notes	Units	2008	2009	2010	2011	2012	2013	2014	2015
Islamic Republic of Afghanistan	Gross domestic product, constant prices	Real GDP is expressed in billions of national currency units; the base year is country-specific.	National currency	333.474	408.655	444.875	475.307	509.008	542.104	579.351	620.091
Islamic Republic of Afghanistan	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes;  the base year is country-specific.	Percent change	3.354	22.545	8.863	6.841	7.09	6.502	6.871	7.032
Islamic Republic of Afghanistan	Gross domestic product, current prices	GDP is expressed in billions of national currency units.	National currency	600.493	713.728	785.629	858.085	939.749	1,023.81	1,120.51	1,227.87
Islamic Republic of Afghanistan	Gross domestic product, current prices	Values are based upon GDP in national currency and the exchange rate projections provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise.	U.S. dollars	11.785	14.483	16.631	18.654	20.429	22.257	24.359	26.53
Islamic Republic of Afghanistan	Gross domestic product, deflator	The GDP deflator is derived by dividing current price GDP by constant price GDP and is considered to be an alternate measure of inflation.   Please note:   Data are expressed in the base year of each country's national accounts.	Index	180.072	174.653	176.596	180.533	184.624	188.859	193.408	198.015
Islamic Republic of Afghanistan	Gross domestic product per capita, constant prices	GDP is expressed in constant national currency per person. Data are derived by dividing constant price GDP by total population.	National currency	11,850.89	14,144.99	14,998.22	15,607.48	16,279.44	16,887.06	17,578.00	18,324.84
Islamic Republic of Afghanistan	Gross domestic product per capita, current prices	GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.	National currency	21,340.14	24,704.64	26,486.22	28,176.63	30,055.69	31,892.71	33,997.34	36,285.84
Islamic Republic of Afghanistan	Gross domestic product per capita, current prices	GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.	U.S. dollars	418.824	501.312	560.673	612.536	653.385	693.32	739.073	784.012
Islamic Republic of Afghanistan	Output gap in percent of potential GDP	"Output gaps for advanced economies are calculated as actual GDP less potential GDP as a percent of potential GDP. Estimates of output gaps are subject to a significant margin of uncertainty. For a discussion of approaches to calculating potential output, see Paula R. De Masi, ""IMF Estimates of Potential Output: Theory and Practice,"" in Staff Studies for the World Economic Outlook (Washington: IMF, December 1997), pp. 40-46."	Percent of potential GDP								
Islamic Republic of Afghanistan	Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP	"These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   Please note:   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box A2 in the April 2004 World Economic Outlook, Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth and Box A.1 in the May 2000 World Economic Outlook for a summary of the revised PPP-based weights, and Annex IV of the May 1993 World Economic Outlook. See also Anne Marie Gulde and Marianne Schulze-Ghattas, ""Purchasing Power Parity Based Weights for the World Economic Outlook,"" in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23."	Current international dollar	21.813	26.976	29.616	32.026	34.767	37.589	40.858	44.541
Islamic Republic of Afghanistan	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	"These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   Please note:   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box A2 in the April 2004 World Economic Outlook, Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth and Box A.1 in the May 2000 World Economic Outlook for a summary of the revised PPP-based weights, and Annex IV of the May 1993 World Economic Outlook. See also Anne Marie Gulde and Marianne Schulze-Ghattas, ""Purchasing Power Parity Based Weights for the World Economic Outlook,"" in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23."	Current international dollar	775.182	933.723	998.466	1,051.64	1,111.95	1,170.94	1,239.67	1,316.26
Islamic Republic of Afghanistan	Gross domestic product based on purchasing-power-parity (PPP) share of world total	"These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   Please note:   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box A2 in the April 2004 World Economic Outlook, Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth and Box A.1 in the May 2000 World Economic Outlook for a summary of the revised PPP-based weights, and Annex IV of the May 1993 World Economic Outlook. See also Anne Marie Gulde and Marianne Schulze-Ghattas, ""Purchasing Power Parity Based Weights for the World Economic Outlook,"" in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23."	Percent	0.031	0.039	0.04	0.041	0.042	0.043	0.044	0.045
Islamic Republic of Afghanistan	Implied PPP conversion rate	"These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   Please note:   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box A2 in the April 2004 World Economic Outlook, Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth and Box A.1 in the May 2000 World Economic Outlook for a summary of the revised PPP-based weights, and Annex IV of the May 1993 World Economic Outlook. See also Anne Marie Gulde and Marianne Schulze-Ghattas, ""Purchasing Power Parity Based Weights for the World Economic Outlook,"" in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23."	National currency per current international dollar	27.529	26.458	26.527	26.793	27.03	27.237	27.425	27.567
Islamic Republic of Afghanistan	Investment	Data are based on individual countries' national accounts statistics. For many countries, the estimates of national saving are built up from national accounts data on gross domestic investment and from balance of payments-based data on net foreign investment	Percent of GDP								
Islamic Republic of Afghanistan	Gross national savings	Data are based on individual countries' national accounts statistics. For many countries, the estimates of national saving are built up from national accounts data on gross domestic investment and from balance of payments-based data on net foreign investment	Percent of GDP								
Islamic Republic of Afghanistan	Inflation, average consumer prices	Data for inflation are averages for the year, not end-of-period data.	Index	191.554	168.106	168.862	174.652	181.638	188.904	196.46	204.318
Islamic Republic of Afghanistan	Inflation, average consumer prices	Data for inflation are averages for the year, not end-of-period data.	Percent change	26.757	-12.241	0.45	3.429	4	4	4	4
Islamic Republic of Afghanistan	Inflation, end of period consumer prices	Data for inflation are end of the period, not annual average data.	Index	164.283	155.838	163.63	170.176	176.983	184.062	191.424	199.081
Islamic Republic of Afghanistan	Inflation, end of period consumer prices	Data for inflation are end of the period, not annual average data.	Percent change	3.242	-5.14	5	4	4	4	4	4
Islamic Republic of Afghanistan	Six-month London interbank offered rate (LIBOR)		Percent								
Islamic Republic of Afghanistan	Unemployment rate		Percent of total labor force								
Islamic Republic of Afghanistan	Employment		Persons								
Islamic Republic of Afghanistan	Population		Persons	28.139	28.89	29.662	30.454	31.267	32.102	32.959	33.839
Islamic Republic of Afghanistan	General government revenue	Revenue consists of taxes, social contributions, grants receivable, and other revenue. Revenue increases government?s net worth, which is the difference between its assets and liabilities (GFSM 2001, paragraph 4.20). Note: Transactions that merely change the composition of the balance sheet do not change the net worth position, for example, proceeds from sales of nonfinancial and financial assets or incurrence of liabilities.	National currency	93.63	126.388	163.914	187.339	212.845	237.991	263.328	284.547
