WEO Country Group Code	WEO Subject Code	Country Group Name	Subject Descriptor	Subject Notes	Units	Scale	Series-specific Notes	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	Estimates Start After
1	NGDP_RPCH	World	"Gross domestic product, constant prices"		Annual percent change			1.995	2.178	0.894	2.816	4.601	3.646	3.5	3.689	4.499	3.72	2.943	1.459	2.026	2.004	3.378	3.288	3.74	4.032	2.537	3.529	4.699	2.209	2.824	3.628	4.932	4.453	5.087	4.985	3.91	3.028	4.213	4.784	4.796	4.712	
1	NGDP_RPCHMK	World	"Gross domestic product, constant prices"		Annual percent change (market exchange rates)			1.754	2.103	0.674	2.789	4.63	3.583	3.304	3.49	4.541	3.75	2.828	1.011	1.225	1.173	3.028	2.843	3.212	3.503	2.073	3.122	4.156	1.5	1.891	2.666	3.962	3.364	3.925	3.732	2.733	1.852	3.212	3.904	3.889	3.759	
1	NGDPD	World	"Gross domestic product, current prices"		U.S. dollars	Billions		"11,805.34"	"12,011.76"	"11,849.55"	"12,141.69"	"12,512.83"	"12,922.59"	"15,265.57"	"17,499.68"	"19,599.03"	"20,585.94"	"22,891.22"	"24,062.36"	"24,244.94"	"24,839.87"	"26,672.39"	"29,609.95"	"30,312.30"	"30,196.60"	"29,939.24"	"31,062.91"	"31,915.88"	"31,676.87"	"32,954.35"	"37,048.02"	"41,677.47"	"45,022.15"	"48,665.04"	"54,584.92"	"62,054.13"	"64,167.96"	"68,103.20"	"72,656.46"	"77,468.31"	"82,522.62"	
1	NGDP_D	World	"Gross domestic product, deflator"		"Index, 2000=100"																																					
1	NGAP_NPGDP	World	Output gap		Percent of potential GDP																																					
1	PPPGDP	World	Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP		Current international dollar	Billions		"12,458.88"	"13,911.41"	"14,865.94"	"15,870.35"	"17,205.76"	"18,356.79"	"19,397.23"	"20,647.55"	"22,284.68"	"23,962.32"	"25,573.75"	"26,815.72"	"27,893.16"	"29,043.70"	"30,584.98"	"32,187.44"	"33,996.05"	"35,934.27"	"37,198.30"	"39,038.07"	"41,748.26"	"43,659.33"	"45,634.10"	"48,251.78"	"52,000.47"	"55,924.35"	"60,610.35"	"65,281.38"	"69,228.78"	"72,394.79"	"76,638.19"	"81,843.41"	"87,425.79"	"93,304.84"	
1	PPPPC	World	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP		Current international dollar	Units																																				
1	PPPSH	World	Gross domestic product based on purchasing-power-parity (PPP) share of world total	"These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   Please note:   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box A2 in the April 2004 World Economic Outlook, Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth and Box A.1 in the May 2000 World Economic Outlook for a summary of the revised PPP-based weights, and Annex IV of the May 1993 World Economic Outlook. See also Anne Marie Gulde and Marianne Schulze-Ghattas, ""Purchasing Power Parity Based Weights for the World Economic Outlook,"" in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23."	Percent																																					
1	NID_NGDP	World	Investment		Percent of GDP			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	22.442	22.249	22.484	22.834	22.628	22.841	22.295	22.179	22.529	21.545	20.916	21.149	21.989	22.521	23.191	23.472	23.528	23.581	n/a	n/a	n/a	n/a	
1	NGSD_NGDP	World	Gross national savings		Percent of GDP			n/a	24.143	22.654	21.836	22.837	22.384	22.346	22.882	23.853	23.779	22.897	22.404	21.536	21.603	21.792	22.366	22.303	22.725	22.104	21.965	22.419	21.369	20.599	20.912	21.984	22.852	23.902	24.135	24.016	24.069	n/a	n/a	n/a	n/a	
1	PCPIPCH	World	"Inflation, average consumer prices"		Annual percent change			18.203	14.146	13.551	12.942	14.215	13.727	10.794	13.266	18.103	23.769	26.447	21.897	37.466	35.327	27.973	14.593	8.655	6.109	5.525	5.427	4.496	4.2	3.527	3.701	3.557	3.707	3.642	3.969	6.183	4.623	3.836	3.598	3.457	3.387	
1	PCPIEPCH	World	"Inflation, end of period consumer prices"		Annual percent change			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	3.921	3.246	3.857	3.731	3.375	4.955	5.88	4.194	3.735	3.51	3.406	3.37	
1	FLIBOR3	World	Three-month London interbank offered rate (LIBOR)		Percent																																					
1	TRADEPCH	World	Trade volume of goods and services		Annual percent change			n/a	n/a	n/a	n/a	n/a	n/a	3.828	6.319	7.972	8.078	6.289	4.358	4.617	3.675	9.152	9.425	7.213	10.343	4.656	5.892	12.347	0.276	3.538	5.368	10.703	7.636	9.344	7.191	4.942	4.11	n/a	n/a	n/a	n/a	
1	TM_RPCH	World	Import volume of goods and services		Annual percent change			n/a	n/a	n/a	n/a	n/a	n/a	3.567	7.042	8.274	8.606	5.9	3.727	4.252	2.953	9.081	9.555	7.497	9.767	4.807	6.47	12.342	0.296	3.541	5.554	11.046	7.84	9.477	7.299	4.914	4.053	n/a	n/a	n/a	n/a	
1	TMG_RPCH	World	Import volume of goods		Annual percent change			n/a	1.594	-0.922	2.258	9.533	3.853	4.915	6.729	9.205	7.215	6.045	3.54	4.482	3.915	10.334	10.142	7.117	10.291	5.083	6.507	13.008	-0.375	3.842	6.593	11.545	7.986	9.193	6.551	5.23	4.428	n/a	n/a	n/a	n/a
1	TX_RPCH	World	Export volume of goods and services		Annual percent change			n/a	n/a	n/a	n/a	n/a	n/a	4.091	5.595	7.665	7.539	6.691	5.004	4.986	4.4	9.222	9.296	6.932	10.917	4.507	5.321	12.351	0.257	3.536	5.182	10.359	7.43	9.209	7.081	4.971	4.168	n/a	n/a	n/a	n/a
1	TXG_RPCH	World	Export volume of goods		Annual percent change			n/a	3.441	-2.042	2.662	8.661	3.005	4.031	5.773	8.884	6.464	5.845	5.097	4.234	4.701	9.849	9.961	6.39	11.181	4.787	4.928	12.997	-0.472	3.565	6.053	10.327	7.195	9.31	6.531	5.256	4.371	n/a	n/a	n/a	n/a
1	TTPCH	World	Terms of trade of goods and services		Annual percent change																																				
1	TTTPCH	World	Terms of trade of goods		Annual percent change																																				
1	TXGM_D	World	Export price of manufactures		"U.S. dollars; index, 2000=100"																																				
1	TXGM_DPCH	World	Export price of manufactures		U.S. dollars; annual percent change																																				
1	LUR	World	Unemployment rate		Percent of total labor force																																				
1	LE	World	Employment		"Index, 2000=100"																																				
1	GGB_NGDP	World	General government balance		Percent of GDP																																				
1	GGSB_NPGDP	World	General government structural balance		Percent of potential GDP																																				
1	BCA	World	Current account balance	"Balance of payments data are based upon the methodology of the 5th edition of the International Monetary Fund's Balance of Payments Manual (1993). Data for the world total reflects errors, omissions, and asymmetries in balance of payments statistics on current account, as well as the exclusion of data for international organizations and a limited number of countries. Calculated as the sum of the balance of individual countries."	U.S. dollars	Billions		n/a	-56.162	-72.702	-60.687	-64.724	-81.344	-73.015	-63.785	-73.84	-104.031	-128.112	-134.392	-116.233	-67.311	-65.849	-61.777	-48.494	-0.358	-85.937	-124.413	-178.376	-159.682	-136.253	-64.765	9.026	53.655	162.985	265.326	354.721	344.277	410.667	350.489	328.278	293.794
1	BCA_NGDPD	World	Current account balance		Percent of GDP																																				
1	BM	World	Imports of goods and services		U.S. dollars	Billions		"-2,495.21"	"-2,481.66"	"-2,343.61"	"-2,268.77"	"-2,372.26"	"-2,381.14"	"-2,624.13"	"-3,095.16"	"-3,510.57"	"-3,800.41"	"-4,364.59"	"-4,500.88"	"-4,786.47"	"-4,714.04"	"-5,235.45"	"-6,222.86"	"-6,589.00"	"-6,826.39"	"-6,753.74"	"-7,038.19"	"-7,887.80"	"-7,641.71"	"-7,968.16"	"-9,228.49"	"-11,186.39"	"-12,701.86"	"-14,532.31"	"-16,768.44"	"-20,175.88"	"-21,088.54"	n/a	n/a	n/a	n/a
1	BX	World	Exports of goods and services		U.S. dollars	Billions		"2,471.70"	"2,464.24"	"2,302.95"	"2,232.21"	"2,339.96"	"2,352.72"	"2,615.54"	"3,102.10"	"3,509.33"	"3,775.78"	"4,340.46"	"4,484.77"	"4,787.68"	"4,760.46"	"5,314.42"	"6,309.87"	"6,687.04"	"6,953.09"	"6,828.36"	"7,086.19"	"7,880.40"	"7,611.80"	"7,992.16"	"9,308.83"	"11,298.86"	"12,834.07"	"14,758.65"	"17,129.53"	"20,770.44"	"21,621.95"	n/a	n/a	n/a	n/a
1	BFXP	World	"Private capital flows, net"	"Net private capital flows comprise net direct investment, net portfolio flows, and other long- and short-term net investment flows including official and private borrowing. In the standard balance of payments presentation, total net capital flows are equal to the balance on financial account minus the change in reserve assets."	U.S. dollars	Billions																																			
1	BFD	World	"Direct investment, net"		U.S. dollars	Billions
1	BFXPP	World	"Private portfolio flows, net"		U.S. dollars	Billions
1	BFXOP	World	"Other private capital flows, net"	"Because of data limitations, ""other private capital flows, net"" may include some official flows."	U.S. dollars	Billions
1	BFXG	World	"Official flows, net"		U.S. dollars	Billions
1	BFRA	World	Change in reserves	A minus sign indicates an increase.	U.S. dollars	Billions
1	D	World	"External debt, total"		U.S. dollars	Billions
1	D_NGDPD	World	"External debt, total"		Percent of GDP	
1	D_BX	World	"External debt, total"		Percent of exports of goods and services	
1	DS	World	"External debt, total debt service"		U.S. dollars	Billions
1	DS_NGDPD	World	"External debt, total debt service"		Percent of GDP	
1	DS_BX	World	"External debt, total debt service"		Percent of exports of goods and services	
1	DSI	World	"External debt, total debt service, interest"		U.S. dollars	Billions
1	DSI_NGDPD	World	"External debt, total debt service, interest"		Percent of GDP	
1	DSI_BX	World	"External debt, total debt service, interest"		Percent of exports of goods and services	
1	DSP	World	"External debt, total debt service, amortization"		U.S. dollars	Billions
1	DSP_NGDPD	World	"External debt, total debt service, amortization"		Percent of GDP	
1	DSP_BX	World	"External debt, total debt service, amortization"		Percent of exports of goods and services																																				
1	PALLFNFW	World	Commodity Price Index includes both Fuel and Non-Fuel Price Indices		"Index, 2005=100"			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	54.868	52.538	54.723	59.208	62.203	59.477	47.752	49.917	63.266	58.279	58.3	65.046	80.485	100	120.714	134.966	185.276	176.185	n/a	n/a	n/a	n/a
