,BRLUSD Curncy,PENUSD Curncy,MXNUSD Curncy,COPUSD Curncy,CLPUSD Curncy,TRYUSD Curncy,RUBUSD Curncy,ZARUSD Curncy,CNYUSD Curncy,KRWUSD Curncy,IDRUSD Curncy,INRUSD Curncy,PHPUSD Curncy,THBUSD Curncy
1998-06-03,0.8684,0.34885,0.1139,0.071498,0.2197,3.882,0.16217,0.19563,0.12077,0.07189,0.0862,0.02393,0.0257,0.02369
1998-06-10,0.8664,0.34548,0.1131,0.072495,0.21953,3.847,0.16204,0.19138,0.12077,0.07178,0.07434,0.02362,0.025,0.02298
1998-06-17,0.8659,0.34217,0.1127,0.071762,0.21937,3.8120000000000003,0.16173,0.18821,0.12077,0.07042,0.06006,0.02376,0.0244,0.02318
1998-06-24,0.8654,0.34106,0.112,0.072569,0.21903,3.785,0.16153,0.18382,0.12077,0.07246,0.06666,0.02343,0.0243,0.02436
1998-07-01,0.8645,0.34059,0.1119,0.073368,0.21344,3.745,0.16129,0.16612,0.12077,0.07299,0.06756,0.0237,0.0243,0.02364
1998-07-08,0.8627,0.33898,0.1121,0.073368,0.21574,3.72717,0.16105,0.16352,0.12077,0.07501,0.06578,0.02348,0.0241,0.0243
1998-07-15,0.8613,0.34405,0.113,0.072422,0.21652,3.713,0.16095,0.16379,0.12077,0.078,0.06825,0.02347,0.024,0.02419
1998-07-22,0.8617,0.3434,0.1127,0.07286,0.21482,3.711,0.16074,0.16051,0.12077,0.07751,0.07092,0.02362,0.0238,0.02442
1998-07-29,0.86,0.34423,0.1122,0.07278,0.21475,3.706,0.16025,0.16195,0.12077,0.08184,0.07561,0.02355,0.0239,0.02453
1998-08-05,0.8568,0.33944,0.1109,0.073584,0.21374,3.717,0.16,0.16246,0.12077,0.07917,0.07858,0.02369,0.0238,0.02446
1998-08-12,0.855,0.33806,0.1078,0.073046,0.2126,3.67,0.15969,0.15673,0.12077,0.07513,0.07782,0.02328,0.0231,0.02392
1998-08-19,0.852,0.33967,0.1088,0.072569,0.21184,3.617,0.14306,0.15834,0.12077,0.07662,0.08639,0.02303,0.0233,0.02411
1998-08-26,0.8528,0.33551,0.1022,0.070447,0.21117,3.584,0.0753,0.15649,0.12077,0.07645,0.08968,0.02353,0.023,0.024
1998-09-02,0.8496,0.32894,0.1005,0.069286,0.21166,3.615,0.09188,0.16025,0.12077,0.07462,0.09259,0.02352,0.023,0.02463
1998-09-09,0.8481,0.32803,0.0969,0.067249,0.21114,3.634,0.04803,0.16038,0.12077,0.07342,0.08333,0.02351,0.0228,0.02436
1998-09-16,0.8477,0.32938,0.0991,0.065789,0.21445,3.629,0.10405,0.16386,0.12079,0.07267,0.09049,0.02354,0.0229,0.02453
1998-09-23,0.8447,0.3303,0.0989,0.064433,0.21324,3.606,0.06314,0.16876,0.12079,0.0713,0.08968,0.0235,0.0225,0.02469
1998-09-30,0.8435,0.32765,0.0978,0.064487,0.21459,3.601,0.06285,0.16877,0.1208,0.07189,0.09216,0.02355,0.0228,0.02543
1998-10-07,0.8452,0.32862,0.0973,0.062968,0.21623,3.636,0.06331,0.17301,0.1208,0.07246,0.10256,0.02361,0.023,0.0258
1998-10-14,0.8412,0.32803,0.0986,0.063012,0.2176,3.581,0.06644,0.17636,0.1208,0.07407,0.11363,0.02363,0.0231,0.02621
1998-10-21,0.8404,0.32824,0.0997,0.062696,0.21647,3.551,0.05906,0.17497,0.1208,0.07547,0.13937,0.02364,0.0236,0.02645
1998-10-28,0.8389,0.32578,0.0986,0.063532,0.21566,3.495,0.05998,0.17452,0.1208,0.0759,0.12903,0.02365,0.0246,0.0271
1998-11-04,0.8395,0.32467,0.1005,0.063776,0.21579,3.449,0.06211,0.17912,0.1208,0.07624,0.11661,0.02364,0.0255,0.02737
1998-11-11,0.8401,0.32378,0.0998,0.063169,0.21642,3.40599,0.0625,0.17482,0.1208,0.07601,0.12944,0.02365,0.0246,0.02724
1998-11-18,0.8398,0.32372,0.1007,0.063857,0.21614,3.38,0.05333,0.17627,0.1208,0.07722,0.13513,0.02354,0.0251,0.02758
1998-11-25,0.8349,0.32154,0.1007,0.064977,0.2142,3.317,0.05555,0.1759,0.1208,0.07975,0.13399,0.02357,0.0253,0.0277
1998-12-02,0.8328,0.31776,0.1004,0.064935,0.21335,3.306,0.05403,0.17619,0.1208,0.08093,0.13413,0.02349,0.0256,0.02773
1998-12-09,0.831,0.31923,0.1005,0.064855,0.21231,3.2800000000000002,0.04889,0.1675,0.1208,0.0823,0.13422,0.02349,0.0258,0.02793
1998-12-16,0.8299,0.31959,0.1019,0.065621,0.21231,3.2800000000000002,0.04549,0.16638,0.1208,0.08274,0.12987,0.02355,0.0257,0.02756
1998-12-23,0.8282,0.31969,0.1019,0.066934,0.21085,3.216,0.04878,0.16892,0.1208,0.08291,0.12658,0.0235,0.0257,0.02751
1998-12-30,0.8279,0.31675,0.1005,0.064558,0.21141,3.184,0.04849,0.17035,0.12079,0.0827,0.12345,0.02352,0.0255,0.02723
1999-01-06,0.827,0.31426,0.1024,0.065232,0.21324,3.146,0.04357,0.17543,0.12078,0.08631,0.125,0.02352,0.02621,0.02741
1999-01-13,0.7576,0.30627,0.0943,0.063052,0.2103,3.11,0.04587,0.16246,0.12078,0.08517,0.11764,0.02354,0.02607,0.02707
1999-01-20,0.6349,0.30792,0.098,0.063281,0.20931,3.044,0.04291,0.16603,0.12078,0.08572,0.11806,0.02352,0.02607,0.02742
1999-01-27,0.5236,0.30007,0.0983,0.062982,0.20774,3.026,0.04357,0.16556,0.1208,0.08502,0.10869,0.02353,0.02587,0.02711
1999-02-03,0.5587,0.29424,0.0989,0.063549,0.20352,2.9779999999999998,0.04273,0.16632,0.1208,0.08547,0.11764,0.02355,0.026,0.02726
1999-02-10,0.5319,0.29568,0.0996,0.063633,0.20257,2.942,0.04374,0.16406,0.1208,0.08474,0.11576,0.02357,0.02564,0.02698
1999-02-17,0.5236,0.29546,0.1012,0.063729,0.20094,2.8970000000000002,0.04329,0.16193,0.12079,0.0851,0.11487,0.02353,0.02587,0.02707
1999-02-24,0.4902,0.29214,0.1008,0.063735,0.20195,2.835,0.04349,0.16129,0.12079,0.08213,0.11428,0.0235,0.02557,0.02662
1999-03-03,0.4651,0.29468,0.1004,0.064226,0.20026,2.798,0.04304,0.16037,0.12078,0.08133,0.11261,0.02351,0.02557,0.02656
1999-03-10,0.5362,0.29446,0.1023,0.064698,0.20321,2.7800000000000002,0.04291,0.16273,0.12079,0.08103,0.10958,0.02358,0.02567,0.02668
1999-03-17,0.5319,0.29744,0.1035,0.064329,0.20418,2.76,0.04246,0.1609,0.12079,0.08138,0.11086,0.02357,0.0257,0.02676
1999-03-24,0.5435,0.29494,0.1034,0.064872,0.20429,2.726,0.03898,0.16103,0.12078,0.08179,0.11289,0.02357,0.02583,0.02663
1999-03-31,0.5822,0.30003,0.1046,0.065189,0.20607,2.681,0.0402,0.16239,0.12077,0.08149,0.11461,0.02356,0.0258,0.02663
1999-04-07,0.5772,0.29682,0.1056,0.064267,0.20624,2.659,0.03868,0.16139,0.12077,0.08179,0.11422,0.02343,0.02597,0.02656
1999-04-14,0.5979,0.29904,0.1051,0.062834,0.20883,2.634,0.03853,0.16446,0.12077,0.08237,0.11547,0.02339,0.02621,0.02661
1999-04-21,0.5859,0.29895,0.1067,0.06365,0.20922,2.64675,0.04016,0.16437,0.12079,0.08417,0.11627,0.02336,0.02635,0.02664
1999-04-28,0.58,0.29976,0.1077,0.06262,0.20684,2.6307,0.04066,0.16507,0.12078,0.08488,0.11764,0.02335,0.02642,0.02668
1999-05-05,0.579,0.30021,0.1073,0.06174,0.20892,2.6307,0.04066,0.16358,0.12078,0.08438,0.12353,0.02338,0.02649,0.02718
1999-05-12,0.577,0.30084,0.1073,0.06138,0.20863,2.66973,0.04012,0.16116,0.12078,0.08403,0.12779,0.02341,0.02666,0.02718
1999-05-19,0.573,0.30093,0.1073,0.06064,0.20468,2.68128,0.0402,0.1613,0.12078,0.08302,0.12578,0.02337,0.02642,0.02696
1999-05-26,0.571,0.30007,0.1035,0.05918,0.20183,2.65048,0.04084,0.15996,0.12078,0.08396,0.12307,0.02335,0.02628,0.02692
1999-06-02,0.563,0.29971,0.1031,0.05997,0.20183,2.64616,0.04073,0.16129,0.1208,0.0843,0.12292,0.02328,0.02635,0.02697
1999-06-09,0.553,0.29877,0.1048,0.0597,0.20098,2.6794000000000002,0.04102,0.16331,0.1208,0.08576,0.1282,0.02322,0.02642,0.02704
1999-06-16,0.555,0.30003,0.1057,0.05882,0.19958,2.65825,0.04076,0.16452,0.1208,0.08587,0.13745,0.02316,0.02645,0.02707
1999-06-23,0.544,0.29958,0.1063,0.05787,0.19656,2.6600200000000003,0.04105,0.16623,0.12079,0.08599,0.14858,0.02312,0.02645,0.02725
1999-06-30,0.549,0.30012,0.1069,0.05719,0.19277,2.36947,0.04122,0.16632,0.12079,0.08639,0.14914,0.02305,0.02628,0.02713
1999-07-07,0.556,0.30111,0.1072,0.05552,0.19359,2.34301,0.04083,0.16518,0.12079,0.08532,0.1497,0.02308,0.0261,0.0271
1999-07-14,0.552,0.30143,0.1073,0.05361,0.19288,2.32315,0.04101,0.1631,0.1208,0.08458,0.14825,0.02312,0.02614,0.02694
1999-07-21,0.526,0.30097,0.1072,0.05509,0.19323,2.33642,0.04119,0.16366,0.12081,0.08329,0.14847,0.02313,0.02604,0.0269
1999-07-28,0.5495,0.30007,0.1068,0.05511,0.19474,2.331,0.04124,0.16266,0.12081,0.08348,0.14656,0.02307,0.0261,0.02704
1999-08-04,0.5468,0.29881,0.106,0.0542,0.19468,2.32477,0.04115,0.16238,0.12081,0.08326,0.14419,0.02305,0.02573,0.02675
1999-08-11,0.5379,0.29819,0.1071,0.05249,0.1955,2.3007,0.04024,0.16313,0.12081,0.08316,0.12383,0.02299,0.02547,0.0262
1999-08-18,0.5238,0.297,0.107,0.05275,0.19531,2.26783,0.0404,0.1634,0.12081,0.08312,0.13605,0.02303,0.02523,0.02605
1999-08-25,0.5252,0.29695,0.1074,0.05194,0.19474,2.24744,0.0402,0.16379,0.12081,0.08392,0.13289,0.02297,0.02511,0.02611
1999-09-01,0.5165,0.29481,0.1066,0.05161,0.19293,2.24215,0.03898,0.1658,0.12081,0.0844,0.12961,0.02298,0.02517,0.02576
1999-09-08,0.5305,0.29265,0.107,0.05037,0.1921,2.22618,0.03885,0.16446,0.1208,0.08371,0.11527,0.02297,0.02492,0.02525
1999-09-15,0.5319,0.29342,0.1074,0.0507,0.19071,2.17889,0.03925,0.16301,0.12081,0.08364,0.12345,0.02297,0.02506,0.02535
1999-09-22,0.5294,0.29197,0.1077,0.05015,0.18959,2.17581,0.03937,0.16485,0.1208,0.08281,0.11869,0.02296,0.02472,0.02471
1999-09-29,0.5203,0.2888,0.1069,0.0495,0.18798,2.16169,0.03981,0.16671,0.1208,0.08213,0.11971,0.02294,0.02442,0.0242
1999-10-06,0.512,0.2886,0.1058,0.0503,0.18834,2.15645,0.03878,0.16536,0.1208,0.08309,0.12944,0.02294,0.02493,0.02543
1999-10-13,0.5107,0.28822,0.1045,0.05046,0.18625,2.14202,0.03894,0.16321,0.1208,0.08303,0.12269,0.02301,0.02469,0.02537
1999-10-20,0.5028,0.28839,0.104,0.05119,0.18433,2.12089,0.03872,0.16325,0.12081,0.08302,0.13504,0.02304,0.02478,0.02546
1999-10-27,0.5025,0.28673,0.1038,0.05186,0.18281,2.06804,0.03835,0.16254,0.1208,0.08329,0.14545,0.02305,0.02497,0.02572
1999-11-03,0.5149,0.28665,0.10517,0.05098,0.18231,2.0574,0.03804,0.16294,0.12081,0.0839,0.14716,0.02304,0.0249,0.02584
1999-11-10,0.5184,0.28702,0.10634,0.05128,0.18431,2.04311,0.03821,0.16297,0.1208,0.08478,0.14378,0.02302,0.02484,0.02569
1999-11-17,0.5184,0.28785,0.10716,0.05147,0.18499,2.001,0.03788,0.16267,0.1208,0.08494,0.14357,0.02304,0.02478,0.02575
1999-11-24,0.5179,0.2864,0.10747,0.05217,0.18428,1.9598200000000001,0.03782,0.16313,0.12079,0.08609,0.14104,0.02303,0.02451,0.02585
1999-12-01,0.5232,0.28669,0.10551,0.05226,0.18323,1.93087,0.03747,0.16254,0.12078,0.08641,0.13708,0.02304,0.02447,0.02569
1999-12-08,0.5362,0.28778,0.10662,0.05263,0.18496,1.91828,0.0371,0.16293,0.12078,0.08892,0.13869,0.023,0.02455,0.02594
1999-12-15,0.5411,0.2886,0.10683,0.05314,0.18631,1.87988,0.03719,0.16248,0.12078,0.08814,0.14114,0.02296,0.02457,0.02607
1999-12-22,0.5487,0.28677,0.10727,0.05307,0.18637,1.8628900000000002,0.03736,0.16275,0.12077,0.08837,0.14114,0.02297,0.02477,0.02654
1999-12-29,0.5536,0.28506,0.10532,0.05299,0.18902,1.84196,0.03637,0.16236,0.12078,0.08756,0.14035,0.02299,0.02481,0.02661
2000-01-05,0.5438,0.28417,0.10521,0.05235,0.18867,1.86322,0.03669,0.16479,0.12077,0.08814,0.13995,0.02299,0.02491,0.02695
2000-01-12,0.5471,0.28498,0.10482,0.05247,0.19248,1.8501400000000001,0.03478,0.16488,0.12077,0.08739,0.13821,0.02296,0.02461,0.02665
2000-01-19,0.5584,0.28563,0.10621,0.05202,0.19347,1.82715,0.03502,0.16361,0.12077,0.08822,0.13627,0.02295,0.02457,0.02676
2000-01-26,0.5622,0.28706,0.10517,0.05088,0.19346,1.81143,0.03495,0.16222,0.12079,0.08869,0.13395,0.02294,0.02469,0.02667
2000-02-02,0.5599,0.28793,0.10481,0.05083,0.19357,1.77904,0.03482,0.15905,0.12081,0.08845,0.13037,0.02293,0.02459,0.02657
2000-02-09,0.5654,0.29116,0.1061,0.05125,0.19425,1.78795,0.03487,0.15792,0.12079,0.089,0.13802,0.02292,0.02467,0.02664
2000-02-16,0.5637,0.29129,0.10675,0.05141,0.19495,1.77148,0.03474,0.15815,0.1208,0.08873,0.13471,0.02293,0.02469,0.02655
2000-02-23,0.5607,0.28914,0.10666,0.0514,0.19704,1.78071,0.0347,0.15814,0.1208,0.08806,0.13449,0.02292,0.02459,0.02625
2000-03-01,0.5672,0.29351,0.10693,0.0512,0.19864,1.74186,0.03495,0.15757,0.12079,0.08865,0.13577,0.02292,0.02443,0.02629
2000-03-08,0.5744,0.29416,0.10789,0.05099,0.19665,1.72295,0.03498,0.1546,0.12079,0.08901,0.13431,0.02294,0.02436,0.02637
2000-03-15,0.5749,0.29154,0.10735,0.05117,0.19757,1.72265,0.03516,0.15466,0.1208,0.08905,0.1336,0.02295,0.02442,0.02625
2000-03-22,0.5779,0.28776,0.10787,0.05103,0.19841,1.71072,0.03522,0.15488,0.12079,0.08925,0.13462,0.02293,0.02447,0.02644
2000-03-29,0.5732,0.28702,0.10756,0.0512,0.19958,1.69506,0.03522,0.15355,0.12078,0.08941,0.13236,0.02293,0.02444,0.02647
2000-04-05,0.5721,0.28797,0.10661,0.05056,0.1977,1.69779,0.03483,0.15184,0.12078,0.08921,0.12845,0.02291,0.02429,0.02632
2000-04-12,0.5692,0.28719,0.10626,0.0503,0.1979,1.68563,0.03503,0.15175,0.12077,0.09023,0.13114,0.02289,0.02427,0.02625
2000-04-19,0.5634,0.28826,0.1061,0.05019,0.1964,1.67252,0.03494,0.15017,0.12078,0.09013,0.12738,0.0229,0.02426,0.02632
2000-04-26,0.5546,0.28719,0.10627,0.04995,0.19442,1.64582,0.0351,0.14667,0.12078,0.09024,0.12507,0.02288,0.02418,0.02621
2000-05-03,0.5507,0.28686,0.10638,0.04959,0.19355,1.61943,0.03521,0.1462,0.12077,0.09009,0.12507,0.02288,0.02418,0.026
2000-05-10,0.5498,0.28461,0.10391,0.04935,0.19009,1.62549,0.03531,0.14184,0.12079,0.09016,0.12232,0.02269,0.02415,0.02582
2000-05-17,0.5462,0.28555,0.10471,0.04872,0.19232,1.6087500000000001,0.03519,0.14067,0.12081,0.08966,0.1173,0.02272,0.02398,0.02536
2000-05-24,0.5435,0.28477,0.10488,0.04672,0.19002,1.61551,0.03531,0.14057,0.12081,0.0883,0.11746,0.0226,0.02328,0.02545
2000-05-31,0.5483,0.28604,0.10519,0.04752,0.19078,1.62602,0.03539,0.14351,0.12081,0.08853,0.11634,0.02242,0.02344,0.02548
2000-06-07,0.5571,0.2869,0.10163,0.04689,0.19031,1.6433900000000001,0.03532,0.14311,0.12081,0.08982,0.11627,0.02234,0.02358,0.0257
2000-06-14,0.5525,0.28719,0.10239,0.04734,0.18851,1.63132,0.03526,0.14425,0.12081,0.08972,0.1175,0.02236,0.02356,0.02561
2000-06-21,0.5522,0.2864,0.10151,0.04689,0.18752,1.61551,0.03541,0.14446,0.12081,0.08934,0.1158,0.02239,0.02336,0.02553
2000-06-28,0.5496,0.28661,0.10045,0.04677,0.18627,1.60385,0.03564,0.1469,0.1208,0.08959,0.11514,0.02238,0.0232,0.02554
2000-07-05,0.5545,0.28673,0.10482,0.04602,0.18668,1.60901,0.03565,0.14728,0.12079,0.08952,0.107,0.02237,0.02283,0.02526
2000-07-12,0.5548,0.28719,0.10582,0.04614,0.18585,1.59923,0.03589,0.14651,0.12078,0.08964,0.10626,0.02238,0.02235,0.02498
2000-07-19,0.5545,0.2871,0.10604,0.04645,0.18309,1.57916,0.03608,0.14332,0.12077,0.08991,0.11169,0.02232,0.02246,0.02489
2000-07-26,0.559,0.28776,0.10675,0.04601,0.1798,1.58541,0.03615,0.1444,0.12077,0.08966,0.10976,0.02228,0.02222,0.02427
2000-08-02,0.5571,0.28723,0.10689,0.04588,0.18206,1.56128,0.03599,0.14314,0.12078,0.08962,0.11344,0.02205,0.02232,0.02448
2000-08-09,0.557,0.28735,0.10722,0.04588,0.18079,1.5503900000000002,0.03608,0.14285,0.12077,0.08972,0.11675,0.02193,0.02237,0.02445
2000-08-16,0.5522,0.28785,0.10875,0.0457,0.18316,1.55885,0.03603,0.14394,0.12077,0.08966,0.12012,0.02187,0.02225,0.02449
2000-08-23,0.5489,0.2876,0.10779,0.04538,0.18316,1.5373999999999999,0.03609,0.14347,0.12077,0.08983,0.11911,0.02184,0.02221,0.02452
2000-08-30,0.5484,0.28791,0.10834,0.04524,0.17761,1.52999,0.03599,0.14377,0.12079,0.0902,0.1194,0.02182,0.02217,0.02443
2000-09-06,0.5495,0.28805,0.10703,0.04521,0.1757,1.50263,0.03588,0.14099,0.12078,0.0903,0.1194,0.02189,0.02195,0.02416
2000-09-13,0.546,0.28804,0.1077,0.04528,0.17747,1.49589,0.03595,0.14056,0.1208,0.09017,0.11318,0.02192,0.02186,0.02393
2000-09-20,0.5391,0.28522,0.10588,0.04495,0.17557,1.48533,0.03586,0.13638,0.1208,0.08877,0.11383,0.0216,0.02174,0.02344
2000-09-27,0.5405,0.28546,0.10616,0.04513,0.17641,1.5083,0.036,0.13807,0.12078,0.08979,0.11267,0.0217,0.02162,0.02368
2000-10-04,0.5397,0.2851,0.10579,0.0457,0.17852,1.49712,0.03589,0.13831,0.12078,0.08932,0.11344,0.02172,0.02146,0.02341
2000-10-11,0.5374,0.28587,0.10561,0.046,0.17716,1.49309,0.03588,0.13518,0.12079,0.08908,0.11299,0.02161,0.02111,0.02325
2000-10-18,0.5336,0.2863,0.10474,0.04631,0.17526,1.47075,0.03579,0.1297,0.1208,0.08781,0.11229,0.02159,0.02062,0.02287
2000-10-25,0.5189,0.28481,0.10361,0.0462,0.17347,1.45106,0.0358,0.13036,0.12079,0.08783,0.11173,0.02144,0.02014,0.02295
2000-11-01,0.5212,0.28498,0.10424,0.04673,0.17533,1.4751400000000001,0.03589,0.13351,0.12081,0.08798,0.10917,0.02135,0.01955,0.02288
2000-11-08,0.5085,0.28336,0.1037,0.04713,0.17383,1.46509,0.03595,0.12979,0.12081,0.0881,0.1084,0.02141,0.01994,0.02289
2000-11-15,0.5155,0.28362,0.10564,0.04701,0.17474,1.4635500000000001,0.03601,0.13012,0.12081,0.08793,0.10632,0.02139,0.01998,0.02288
2000-11-22,0.5179,0.28284,0.10655,0.04679,0.17386,1.44991,0.03582,0.12796,0.12079,0.08492,0.10632,0.02134,0.02033,0.02291
2000-11-29,0.5113,0.28324,0.10664,0.04599,0.17242,1.45719,0.03582,0.12834,0.12081,0.08316,0.10537,0.02132,0.02008,0.02282
2000-12-06,0.5071,0.28368,0.10602,0.04593,0.17377,1.48506,0.03579,0.13209,0.12081,0.08343,0.10509,0.02138,0.01998,0.02292
2000-12-13,0.5116,0.28388,0.10652,0.0457,0.17373,1.46316,0.03573,0.12895,0.12081,0.08389,0.1057,0.02138,0.02,0.02298
2000-12-20,0.5102,0.2849,0.1052,0.04576,0.1748,1.47601,0.03574,0.1311,0.12081,0.08213,0.1081,0.0214,0.01998,0.02317
2000-12-27,0.5105,0.28256,0.10444,0.04489,0.17429,1.4922,0.03551,0.13267,0.12081,0.07945,0.10582,0.0214,0.01998,0.02342
2001-01-03,0.5179,0.28425,0.10242,0.04484,0.17435,1.48635,0.03505,0.13201,0.12081,0.07866,0.10498,0.0214,0.01961,0.02294
2001-01-10,0.5147,0.28425,0.10183,0.04474,0.17421,1.4892,0.03522,0.12602,0.12081,0.07871,0.10498,0.02144,0.01956,0.02316
2001-01-17,0.512,0.28417,0.10122,0.04465,0.17484,1.48368,0.03524,0.12771,0.12082,0.07824,0.10695,0.02154,0.01832,0.02311
2001-01-24,0.5077,0.28344,0.10361,0.0444,0.17619,1.48082,0.03522,0.12682,0.12079,0.0784,0.10638,0.02156,0.02058,0.02321
2001-01-31,0.5071,0.283,0.10333,0.04459,0.17801,1.48721,0.03524,0.12928,0.1208,0.07952,0.10593,0.02154,0.0203,0.02352
2001-02-07,0.499,0.28312,0.10321,0.04458,0.17766,1.47623,0.03509,0.12666,0.12082,0.07889,0.10361,0.02153,0.0206,0.02344
2001-02-14,0.5031,0.28336,0.10291,0.04457,0.17868,1.4619900000000001,0.03486,0.1268,0.12082,0.0799,0.10416,0.02144,0.02083,0.0236
2001-02-21,0.4901,0.28348,0.10291,0.04442,0.17645,1.44092,0.03485,0.12812,0.12081,0.0807,0.10389,0.02145,0.02094,0.02327
2001-02-28,0.4888,0.28405,0.10322,0.04418,0.17468,1.03842,0.03487,0.13036,0.12079,0.07974,0.10147,0.02148,0.02074,0.02319
2001-03-07,0.4898,0.28445,0.10361,0.04416,0.17035,1.10193,0.03491,0.1262,0.12081,0.07847,0.10126,0.02148,0.02075,0.02292
2001-03-14,0.4817,0.28425,0.10443,0.04385,0.17041,0.99502,0.03486,0.12682,0.1208,0.07824,0.09732,0.02142,0.02073,0.02285
2001-03-21,0.4716,0.28372,0.10496,0.04369,0.17016,1.01781,0.03479,0.12484,0.12081,0.07659,0.09569,0.02141,0.0206,0.02258
2001-03-28,0.4684,0.28401,0.10484,0.04332,0.1691,0.99701,0.03474,0.12453,0.1208,0.07686,0.09624,0.02144,0.0203,0.02243
2001-04-04,0.4602,0.28362,0.10621,0.04315,0.16737,0.81633,0.03462,0.12361,0.12081,0.07309,0.09456,0.02146,0.01992,0.02201
2001-04-11,0.4643,0.28244,0.1076,0.04318,0.16757,0.80016,0.03473,0.12465,0.12081,0.07547,0.09456,0.02141,0.02002,0.02198
2001-04-18,0.4585,0.27964,0.10838,0.04307,0.16743,0.81228,0.03452,0.12294,0.1208,0.07613,0.09142,0.02133,0.02,0.02212
2001-04-25,0.4371,0.27843,0.10755,0.04265,0.16497,0.8107,0.0346,0.12361,0.12082,0.07644,0.08438,0.02135,0.01975,0.02192
2001-05-02,0.4473,0.27851,0.10817,0.04263,0.16601,0.85106,0.03463,0.12361,0.12081,0.0768,0.08908,0.02135,0.0197,0.02186
2001-05-09,0.4421,0.27723,0.10853,0.04237,0.16594,0.86768,0.0345,0.12602,0.1208,0.07679,0.09029,0.02136,0.01974,0.02194
2001-05-16,0.4315,0.27799,0.10908,0.04201,0.16498,0.88574,0.03439,0.12496,0.12081,0.07639,0.08754,0.02129,0.01992,0.02205
2001-05-23,0.4259,0.27894,0.11041,0.04351,0.16513,0.89526,0.03435,0.12579,0.12081,0.0777,0.08752,0.02128,0.01984,0.022
2001-05-30,0.4264,0.2767,0.10881,0.04303,0.16386,0.85543,0.03432,0.12488,0.1208,0.07751,0.08783,0.02129,0.01976,0.02202
2001-06-06,0.4185,0.28236,0.10984,0.04333,0.16475,0.85434,0.03426,0.12384,0.12081,0.07779,0.08928,0.02152,0.01972,0.02207
2001-06-13,0.4131,0.28498,0.11071,0.04351,0.16322,0.80972,0.03433,0.12364,0.1208,0.07739,0.08908,0.02126,0.01947,0.02204
2001-06-20,0.4042,0.28396,0.11007,0.04347,0.16023,0.78833,0.03432,0.12376,0.12081,0.07716,0.08857,0.02129,0.01914,0.02209
2001-06-27,0.4392,0.28449,0.11039,0.04332,0.15998,0.79618,0.03433,0.12473,0.12081,0.07707,0.08775,0.02126,0.01913,0.0221
2001-07-04,0.4125,0.28417,0.11026,0.04335,0.15565,0.7837,0.03424,0.12361,0.12081,0.07719,0.08798,0.0212,0.01887,0.02197
2001-07-11,0.3998,0.28429,0.10796,0.04307,0.15056,0.73233,0.03423,0.12132,0.12081,0.07654,0.08812,0.0212,0.01889,0.02194
2001-07-18,0.3992,0.286,0.10833,0.04345,0.15157,0.74621,0.03417,0.12132,0.12081,0.07656,0.08878,0.02121,0.01864,0.02185
2001-07-25,0.4049,0.28659,0.10923,0.04347,0.15052,0.75352,0.03417,0.1217,0.12081,0.07659,0.0995,0.02122,0.01865,0.02186
2001-08-01,0.3998,0.28579,0.10848,0.04344,0.14713,0.74845,0.0341,0.12119,0.12081,0.07692,0.10389,0.02122,0.01862,0.02188
2001-08-08,0.4052,0.28653,0.10993,0.04357,0.14749,0.72993,0.0341,0.12074,0.12081,0.07812,0.10718,0.02122,0.0188,0.02196
2001-08-15,0.4018,0.28636,0.11019,0.0436,0.14454,0.6711,0.03409,0.12154,0.12081,0.07833,0.11396,0.02122,0.01942,0.02231
2001-08-22,0.3968,0.2865,0.10964,0.04386,0.1495,0.68423,0.03404,0.1191,0.12081,0.07788,0.11607,0.02122,0.01963,0.0224
2001-08-29,0.3931,0.28715,0.10933,0.04346,0.15136,0.72459,0.03405,0.11975,0.12081,0.07821,0.1094,0.02122,0.01953,0.0226
2001-09-05,0.3871,0.28715,0.10811,0.04319,0.15026,0.70102,0.03393,0.11776,0.12081,0.07816,0.11044,0.0212,0.01953,0.02255
2001-09-12,0.372,0.28632,0.10604,0.04271,0.14732,0.68348,0.03392,0.11584,0.12081,0.07785,0.11062,0.02107,0.01953,0.02249
2001-09-19,0.369,0.28569,0.10604,0.04263,0.14489,0.66796,0.03395,0.11567,0.12082,0.07751,0.10411,0.02083,0.01944,0.02265
2001-09-26,0.364,0.2871,0.10496,0.04296,0.14372,0.6441,0.034,0.11274,0.12081,0.07707,0.1039,0.02088,0.01946,0.02253
2001-10-03,0.3675,0.28776,0.105,0.04276,0.14296,0.6281,0.0339,0.10681,0.12081,0.07613,0.10086,0.02087,0.01934,0.02236
2001-10-10,0.3611,0.28807,0.10675,0.04315,0.14064,0.60976,0.03356,0.10891,0.12081,0.07641,0.10015,0.02082,0.01928,0.02231
2001-10-17,0.3674,0.28968,0.10813,0.04341,0.14184,0.61121,0.03354,0.10799,0.12081,0.07707,0.0995,0.02082,0.01929,0.02235
2001-10-24,0.3623,0.28972,0.10834,0.04309,0.14084,0.62286,0.03352,0.10671,0.12082,0.07731,0.0977,0.02081,0.01926,0.02234
2001-10-31,0.3709,0.29073,0.108,0.04332,0.14024,0.62822,0.03364,0.10591,0.12081,0.07749,0.09524,0.02083,0.01921,0.02239
2001-11-07,0.3908,0.29012,0.10857,0.04333,0.14265,0.63898,0.03362,0.1048,0.12082,0.07767,0.09401,0.02084,0.01929,0.0224
